,1,2,3,4,5,6,total
raw,0.779784778427654,1.0509021704621,4.8754656804303,0.374809630833232,0.831288679783292,0.665758216939419,8.578009156876
prop,0.0909050997926005,0.122511197090494,0.568367973415161,0.0436942446643101,0.0969092786660112,0.0776122063714233,1
