,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,total
raw,0.130550915084186,0.151244939650454,0.127389444918581,0.46776208526782,0.328872238250274,1.54399790359472,1.96570882929215,3.59702432659342,5.5229262820238,3.6313216598896,2.91558995902044,3.02679764652741,3.58545863768726,5.16095756263391,3.70802489844084,2.23161233040358,2.28792479226143,1.94256046884725,0,0.0139885257086033,0.173747634332543,0.253542793379733,0.134581966480016,0,0.0574048775243029,1.47409762620681,0.339008531412878,0,0,0,0,0,0,0,0,0,44.772096875432
prop,0.00291589905756288,0.00337810712934124,0.00284528654695385,0.0104476251485219,0.00734547321215008,0.0344857179213771,0.0439047747699037,0.0803407608225567,0.123356435535956,0.0811068034180511,0.0651206926298851,0.0676045541255031,0.0800824372301115,0.115271741169351,0.0828199963195282,0.0498438198374431,0.0511015778114446,0.0433877482721431,0,0.000312438475855243,0.00388071246285283,0.0056629644594301,0.00300593396048569,0,0.00128215744918132,0.0329244714695437,0.00757187076486704,0,0,0,0,0,0,0,0,0,1
