,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,84,85,86,87,88,89,9,90,91,92,93,94,95,96,97,total
raw,0.74039978,0.91679368,1.13044689,1.41739313,2.0118085,2.59348456,3.620177,4.15765575,3.93076605,4.25438127,0.01383081,4.90239507,3.94824305,4.6836734,4.14736075,3.72629913,3.56956304,3.47596374,2.65871965,2.93640371,2.54851043,0.03648934,1.78247117,1.44823189,0.9717631,0.69746215,0.61442703,0.48042715,0.48244543,0.4258329,0.42886061,0.30915557,0.13167035,0.24938397,0.16714874,0.10718296,0.12825464,0.08560847,0.03368066,0.00525271,0.00392231,0.00392231,0.00392231,0.46309349,0.02746462,0.00962368,0.01452089,0.04006588,0.01795285,0.08270034,0.10185854,0.1515708,0.03144979,0.02351568,0.75301741,0.05769076,0.05428972,0.24296656,0.18877691,0.10192179,0.08793228,0.02814542,0.06147308,0.11244024,0.10024544,0.82379094,0.14768563,0.1518522,0.0897159,0.12933851,0.09286582,0.04164699,0.04201872,0.04592693,0.0146763,0.00295364,1.10576948,0.00038894,0.02453857,0.01598177,0.01670253,0.11484067,0.02749854,0.0313685,0.01333167,0.01428339,0.00257711,0.77789804,0.014234,0.00276588,0.0401143,0.0542593,0.05604767,0.01099028,0.03909483,0.03990196,76.71956034
prop,0.0096507302273208,0.0119499339664751,0.0147347936431097,0.0184749902595701,0.0262228888054652,0.033804736999357,0.047187144764078,0.0541929037598027,0.0512355132456433,0.0554536711517343,0.000180277492971879,0.0639001976585102,0.0514633169494516,0.0610492732132881,0.0540587137311533,0.0485703921331935,0.0465274178342613,0.0453073991117192,0.0346550428367588,0.0382745117019267,0.0332185223521316,0.000475619774647942,0.0232335946934599,0.0188769576309071,0.0126664320766883,0.00909106030990062,0.00800874023882603,0.00626212074040674,0.00628842798188538,0.0055505127781341,0.00558997742035288,0.00402968380723127,0.00171625527331587,0.00325059175124048,0.00217869783480566,0.00139707474241243,0.001671733250707,0.00111586236444274,0.000439010075797314,6.84663725485578e-05,5.11252929841803e-05,5.11252929841803e-05,5.11252929841803e-05,0.0060361853997559,0.000357987192292088,0.000125439717815776,0.00018927233075434,0.000522238133566447,0.000234006163753258,0.00107795638600501,0.00132767366690569,0.0019756474011097,0.000409931833037405,0.000306514790957938,0.00981519454312347,0.000751969377096667,0.000707638570390692,0.00316694411338176,0.00246060990395921,0.00132849809811619,0.00114615203228888,0.000366861070048723,0.000801269972449897,0.00146560068255991,0.00130664773827874,0.0107376910966276,0.00192500620891853,0.00197931530534107,0.00116940060139036,0.00168586093855084,0.00121045818808716,0.000542847089000927,0.00054769239831126,0.000598633905049305,0.00019129802015234,3.84991778747203e-05,0.0144131362992636,5.06963280650104e-06,0.000319847635873456,0.000208314149992169,0.000217708885791042,0.00149688905268823,0.000358429322041654,0.000408872259707739,0.000173771459858708,0.000186176640438239,3.3591303033789e-05,0.0101395007551212,0.000185532867197346,3.60518228694531e-05,0.000522869263356365,0.00070724206134052,0.000730552544248326,0.000143252645756755,0.000509580996381398,0.000520101520696488,1
