,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,9,total
raw,0.73275643,0.90292996,1.22051325,1.9790033,2.11639903,2.60415061,3.16187302,4.01869875,4.18337998,4.14828913,4.69449652,4.02330767,4.50344252,4.53438547,4.40406019,3.45019161,3.06907421,2.60183406,1.96004989,2.39705151,0.0253117,2.06138877,1.76854859,1.2110761,0.71623622,0.62973771,0.55973323,0.54864608,0.39496412,0.39612296,0.31928659,0.14814038,0.18646989,0.09602918,0.07859755,0.04305857,0.01735853,0.0071971,0.00313785,0.00313785,0.00313785,0.00313785,0.62440393,0.00709221,0.05215748,0.01284396,0.01079629,0.00572907,0.02419827,0.06065686,0.15668638,0.09918315,0.02051978,0.74536674,0.05379032,0.15493572,0.34556148,0.16220199,0.15102681,0.05509827,0.05088775,0.0281737,0.02599775,0.05714445,0.76995873,0.06621486,0.06380962,0.12239534,0.18869388,0.14567035,0.2424571,0.13753702,0.03645961,0.07374553,0.0251382,0.92433029,0.04950246,0.06503135,0.04664354,0.02454096,0.90663736,76.71956034
prop,0.00955110309225737,0.011769227508584,0.0159087623103029,0.0257952899003801,0.0275861725565254,0.0339437634738666,0.0412133881631679,0.0523816707524161,0.0545282058638033,0.0540708146868403,0.0611903470144417,0.0524417456535179,0.0587000564138009,0.0591033818481864,0.0574046588703378,0.0449714726558612,0.0400038034159569,0.0339135684363855,0.0255482419517734,0.0312443332492643,0.000329924987680137,0.0268691421179226,0.0230521210257499,0.0157857539150752,0.00933577065387025,0.00820830707591618,0.00729583469351774,0.00715131939714659,0.00514815411154115,0.00516325899476603,0.00416173644094165,0.00193093364121852,0.00243053908512531,0.00125169095826964,0.00102447862907031,0.000561246308101562,0.000226259508306249,9.38104958905452e-05,4.09002604563153e-05,4.09002604563153e-05,4.09002604563153e-05,4.09002604563153e-05,0.00813878399762477,9.24433087020999e-05,0.000679845918939738,0.000167414410915275,0.000140724085906564,7.46754800810945e-05,0.000315412000443693,0.000790630964661235,0.00204232635465596,0.00129280133463288,0.000267464775724235,0.00971547199562588,0.000701129148311279,0.00201950740219792,0.00450421611475048,0.00211421949345337,0.00196855677132,0.000718177603675251,0.000663295641613162,0.000367229685299836,0.000338867296485865,0.000744848507300505,0.010036015933717,0.000863076635300749,0.000831725569296973,0.00159536028957384,0.0024595276506247,0.00189873807089651,0.0031603035643778,0.00179272429860747,0.000475232259392794,0.000961235044533364,0.000327663504438691,0.0120481698005518,0.000645239099137413,0.000847650191317559,0.000607974547733181,0.000319878788293901,0.0118175515602805,1
