,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,8,81,82,83,85,86,87,88,89,9,90,91,total
raw,0.02994497,0.81934627,1.06707317,0.80867415,1.25232672,2.04118992,2.59936327,2.92150278,3.87547853,4.39667601,4.42918792,0.036757,4.96828852,4.39834809,5.00128439,4.65990582,4.87946653,4.02300283,3.70621801,2.67516856,2.48726941,1.60552949,0.03665966,1.71376852,1.27970443,1.02067891,0.63911241,0.42495787,0.35852329,0.50512791,0.38040986,0.26259854,0.20315978,0.19911922,0.15836483,0.08050603,0.00647981,0.00647981,0.00647981,0.00647981,0.003303,0.003303,0.003303,0.003303,0.55196201,0.01811314,0.01482147,0.02393157,0.03267873,0.0348881,0.04180219,0.10207028,0.09382125,0.0557687,0.04170115,0.72448122,0.05325564,0.19552923,0.32330142,0.28337232,0.09414961,0.08990313,0.09981482,0.08991636,0.05625264,0.08406589,0.94585466,0.08016432,0.16362415,0.07555886,0.08950183,0.04017472,0.03595513,0.01137137,0.00066795,1.08002211,0.00103826,0.00209879,0.02398111,0.00523685,0.01242801,0.02589005,0.04131153,0.02347403,0.84238451,0.06002339,0.0693729799999999,76.71956034
prop,0.000390317278504884,0.0106797571097759,0.0139087498060602,0.0105406515159391,0.016323434525042,0.0266058604996432,0.0338813629598545,0.0380802857452872,0.0505148688655793,0.0573084098828922,0.0577321859037129,0.000479108585047973,0.0647590848798131,0.0573302045854764,0.0651891690702564,0.0607394750354222,0.0636013359353931,0.0524377722209454,0.0483086450648969,0.0348694459163268,0.0324202771623965,0.0209272509238157,0.000477839808225366,0.0223380909953739,0.0166802888901957,0.0133040244948828,0.00833050146752183,0.00553910721225074,0.00467316663978682,0.00658408243949016,0.00495844682000429,0.00342283687284228,0.00264808321501911,0.00259541659411965,0.00206420408691305,0.0010493546840365,8.4460989756501e-05,8.4460989756501e-05,8.4460989756501e-05,8.4460989756501e-05,4.30529057434898e-05,4.30529057434898e-05,4.30529057434898e-05,4.30529057434898e-05,0.00719454083878813,0.000236095461440701,0.000193190236418396,0.000311935703149782,0.000425950433698745,0.000454748435019512,0.000544870041156964,0.00133043358887424,0.00122291172660805,0.000726916313816821,0.000543553036737854,0.00944323998715971,0.000694159869581964,0.00254862292137062,0.00421406768452813,0.00369361240789405,0.00122719173028045,0.00117184104811829,0.00130103482811487,0.001172013494362,0.000733224222749762,0.00109575562773617,0.0123287288901062,0.00104490066998212,0.00213275661741103,0.000984870868200285,0.0011666103090705,0.000523656806972781,0.000468656622126831,0.000148219957851755,8.7063846174278e-06,0.0140775325772676,1.35331849582912e-05,2.7356647909591e-05,0.000312581431563506,6.825964560787e-05,0.000161992716654299,0.000337463482393048,0.000538474540481184,0.000305971904635135,0.010980048715957,0.000782374009105277,0.000904241104778989,1
