,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,84,88,89,9,90,91,92,93,94,95,96,total
raw,0.00025126,0.80835943,1.01719246,1.2210124,1.72572989,2.04868738,2.92845374,3.05405574,3.55450398,4.3683692,4.67057303,0.01376995,4.86191114,4.18886338,4.457072,4.27043773,3.66411401,3.58978679,3.3916858,2.78710269,2.60536786,2.18064877,0.03997465,1.72574996,1.31922587,1.01974533,0.77555461,0.6909639,0.64313974,0.64833408,0.40447556,0.24862806,0.1516959,0.28185451,0.18521029,0.16954407,0.11228084,0.06884312,0.04646391,0.0198398,0.06364625,0.04508684,0.07917769,0.03847685,0.73395185,0.01587789,0.01445438,0.00850224,0.00885432,0.02007578,0.01259068,0.02900746,0.08102991,0.06241216,0.04091229,0.86245095,0.08717617,0.09328896,0.19441061,0.1844488,0.13918954,0.12875147,0.03536434,0.06919557,0.03366023,0.04130056,0.77993822,0.04735316,0.18781984,0.19458705,0.05891634,0.06585358,0.09488569,0.04311312,0.06650947,0.03309049,0.01947916,0.93124817,0.00935822,0.00798058,0.00044577,0.00106992,0.006406,0.00746745,0.05632513,0.87638025,0.065883,0.00957121,0.00421251,0.00494611,0.00470482,0.01882396,0.0404245,76.71956034
prop,3.27504483715085e-06,0.0105365493026495,0.0132585804127667,0.0159152684737609,0.0224940012996951,0.026703586033611,0.0381708879329065,0.0398080453858868,0.0463311307344231,0.0569394451772219,0.0608785166299351,0.000179484214181825,0.0633725104582631,0.0545996791618214,0.0580956405413102,0.0556629588474516,0.0477598410856587,0.0467910240112307,0.0442088795213239,0.0363284497154093,0.033959629701392,0.0284236348635989,0.000521048997450498,0.02249426290182,0.0171954305284539,0.013291855759871,0.0101089553506688,0.00900635896423074,0.00838299564217758,0.00845070119180508,0.00527213083869975,0.00324073885327482,0.00197727801525094,0.00367382853539434,0.00241412084713727,0.00220991972905772,0.0014635229855646,0.000897334652269985,0.000605633163095366,0.000258601586245743,0.000829596125394063,0.000587683764090768,0.00103204045551234,0.000501525945006478,0.00956668477696336,0.00020696012763412,0.000188405407120976,0.000110822324350145,0.000115411506019587,0.00026167746414382,0.00016411303641733,0.000378097317964896,0.00105618319032197,0.000813510397132185,0.000533270652473606,0.0112416044380058,0.00113629652742611,0.00121597360029918,0.00253404228515421,0.0024041952167423,0.00181426404665447,0.00167820917415857,0.000460955978413784,0.000901928656699077,0.000438743781257702,0.000538331552174794,0.0101660934518333,0.000617224079363122,0.00244813498888203,0.00253634208978315,0.000767944181886588,0.000858367536364325,0.00123678615439782,0.000561957339287849,0.000866916725086123,0.000431317513465302,0.000253900829380066,0.0121383408073895,0.000121979583283936,0.000104022754622579,5.81038261982303e-06,1.39458567705343e-05,8.34989143786848e-05,9.73343690566827e-05,0.000734169092606664,0.0114231656974587,0.000858751010928955,0.000124755798359415,5.49079006883162e-05,6.44699992815418e-05,6.13249082652394e-05,0.000245360634453292,0.00052691256077133,1
