,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,84,85,86,87,9,total
raw,0.92024179,0.9290116,1.00071641,1.48506647,2.2976658,2.85205144,3.51927185,3.76687415,4.03408569,4.2138113,4.62212075,4.06579662,4.3376184,4.24286021,3.95988447,3.70250199,2.80215503,2.83703812,2.76726608,2.13249772,0.05188298,1.8802904,1.56636622,0.99458087,0.81886846,0.59775164,0.57672691,0.40841915,0.29220565,0.29084594,0.24784932,0.25428175,0.21971304,0.27757385,0.13858705,0.11364243,0.07333604,0.04849164,0.00439259,0.00083686,0.0021156,0.0035763,0.686047,0.02034867,0.02622558,0.00726755,0.01367047,0.05082392,0.01836824,0.06492305,0.11185694,0.06330528,0.02141569,0.98130965,0.03997822,0.04230424,0.15540665,0.1454563,0.17125331,0.21147729,0.17476841,0.08216281,0.09318354,0.07323403,0.87810175,0.11291337,0.17354196,0.12999936,0.11989685,0.05377983,0.12667376,0.04009813,0.04250978,0.04738968,0.04831401,1.08293132,0.06658941,0.02073367,0.01627832,0.01173129,0.00837582,0.00728424,0.01521534,0.00147868,1.11006635,76.71956034
prop,0.0119948783064155,0.012109188268062,0.0130438235772611,0.0193570774313434,0.0299488916492401,0.0371750232582211,0.0458718980453427,0.0490992666447285,0.0525822315993736,0.0549248624643513,0.0602469660868236,0.0529955672579653,0.0565386243192332,0.0553035000617419,0.0516150568701239,0.0482602086559351,0.0365246492235047,0.0369793323557516,0.0360698897091724,0.027796010698567,0.000676267952658604,0.024508618032573,0.0204167778472439,0.012963849969842,0.0106735291022394,0.00779138510897259,0.00751733856977419,0.00532353350553625,0.00380875032006212,0.00379102719972652,0.00323058837800425,0.0033144317938358,0.00286384644315338,0.00361803233451637,0.00180641089946058,0.00148127061073301,0.000955897553048985,0.00063206358046238,5.72551508446249e-05,1.09080395702382e-05,2.75757576115432e-05,4.66152306419748e-05,0.00894226970227186,0.000265234444903233,0.000341836943326779,9.4728775396942e-05,0.000178187543560159,0.00066246365040105,0.000239420558702331,0.000846238556533417,0.00145799766714357,0.000825151756858986,0.000279142501665697,0.0127908664446343,0.000521095530563881,0.000551414004623062,0.00202564573247397,0.00189594803926636,0.00223219879312463,0.00275649767885518,0.00227801631325146,0.00107094995899191,0.0012145995048334,0.0009545679051789,0.0114456045643183,0.00147176768870415,0.00226203016845912,0.00169447477832092,0.00156279375779332,0.000700992416557949,0.00165112729320419,0.000522658495725159,0.000554093112781256,0.000617700098775097,0.000629748264795648,0.0141154526329497,0.000867958701860308,0.000270252721836701,0.000212179526679493,0.000152911329887843,0.000109174504687992,9.49463209606292e-05,0.000198324129238617,1.92738330804673e-05,0.0144691437891522,1
