,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,84,85,86,87,88,89,9,90,total
raw,1.0167586,0.90794459,1.3730464,2.06286185,2.32185291,2.81238449,3.48388136,4.21593613,3.92068294,4.16237975,0.00765358,4.17755733,4.30506094,5.13244786,4.50274219,4.18981678,3.53392733,3.40380678,3.0450661,2.53072869,1.87793645,0.00782459,1.52868127,0.96730544,0.97399277,0.76638252,0.58184092,0.5721038,0.42160095,0.33832766,0.38039183,0.27645977,0.16230031,0.22688463,0.09895003,0.10624353,0.04210173,0.10871044,0.05380887,0.02199528,0.003303,0.003303,0.003303,0.43024706,0.01878357,0.01299374,0.02521286,0.01341088,0.02332995,0.02198772,0.05386974,0.09493921,0.05975941,0.01261524,0.6727835,0.01721375,0.03926719,0.14147982,0.13495231,0.1696202,0.08272945,0.04590185,0.08538444,0.05010554,0.10228558,0.65537317,0.14165341,0.08588425,0.07634187,0.14207574,0.13471638,0.02854653,0.01234577,0.03814304,0.03926033,0.02686048,0.89094013,0.06761617,0.09812057,0.02566867,0.01716408,0.00486084,0.00280278,0.04988336,0.04062881,0.0484118,1.12812026,0.0249805,76.71956034
prop,0.0132529252708697,0.0118345906308149,0.0178969534485734,0.0268883429578841,0.0302641581848252,0.0366579849719718,0.045410601215132,0.0549525585302644,0.0511040850941352,0.0542544786695007,9.97604778505174e-05,0.0544523106165652,0.056114254577596,0.066898817423541,0.0586909279725416,0.0546121062403367,0.0460629246875061,0.0443668702598824,0.0396908700532837,0.0329867465191994,0.0244779355053327,0.000101989505222965,0.0199255739113377,0.0126083287718695,0.0126954946780656,0.00998940187617869,0.00758399705917814,0.00745707870932254,0.00549535148704686,0.00440992699255085,0.00495821180822997,0.00360351087486433,0.00211550104407181,0.00295732442931776,0.00128976273536345,0.0013848297556602,0.000548774390956057,0.00141698465838732,0.000701370938018074,0.00028669715914068,4.30529057434898e-05,4.30529057434898e-05,4.30529057434898e-05,0.00560804908283185,0.000244834171582272,0.000169366716159677,0.000328636659129217,0.000174803921458448,0.00030409389595832,0.000286598618429987,0.000702164347152983,0.001237483760064,0.000778933165612039,0.000164433163382229,0.00876938680329252,0.000224372375489554,0.000511827620309327,0.0018441166682004,0.00175903393348357,0.00221091204444199,0.00107833581987913,0.000598307000151925,0.00111294224864689,0.000653099936677765,0.00133323991361132,0.00854245210863522,0.00184637932454554,0.00111945701486537,0.000995077000724115,0.00185188417882427,0.00175595870730977,0.000372089332544264,0.000160920760563368,0.000497174903387878,0.000511738203738512,0.000350112538197061,0.0116129462428043,0.000881341990234873,0.00127895115098622,0.000334577907983877,0.000223724952592709,6.33585486994202e-05,3.65327953859335e-05,0.000650203934680161,0.000529575636512309,0.000631022907136749,0.0147044672180143,0.0003256079660688,1
