,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,81,82,9,total
raw,0.82662066,0.66678887,0.88881287,1.59738527,2.20873389,2.57472341,3.05901148,4.10912065,4.23400153,4.40327877,0.02661313,4.85294178,4.46913576,4.88050585,4.1960918,4.03275042,3.73091739,3.21850151,3.02554833,2.59839984,1.98518436,0.08184154,1.44357939,1.26847134,0.75766395,0.68294447,0.44959488,0.62854571,0.42362999,0.46602981,0.43939138,0.33561837,0.23824507,0.147283,0.07452152,0.08932073,0.12552953,0.06189314,0.05314592,0.06419423,0.07936318,0.0376174,0.02300335,0.64079131,0.00773893,0.01960713,0.00518379,0.00881888,0.0229963,0.03510752,0.06546845,0.10881444,0.10186461,0.03752055,0.8508864,0.0738542,0.11593571,0.26929783,0.23079335,0.10333588,0.1133206,0.04052144,0.07758409,0.03299528,0.14033846,0.80128566,0.15407079,0.24448295,0.23492483,0.18080536,0.09204458,0.02552409,0.03911354,0.05880422,0.02129575,0.00715767,1.17522132,0.01827308,0.00466036,1.00262552,76.71956034
prop,0.010774575041054,0.00869124988523103,0.0115852185030913,0.0208210952059791,0.0287897099541694,0.0335601950609406,0.0398726409072641,0.0535602737005987,0.0551880317253653,0.057394473462646,0.000346888458198378,0.0632555994650269,0.058252885446606,0.0636148829369061,0.0546938978977991,0.0525648270418647,0.0486305887763903,0.0419515113973084,0.0394364659624169,0.0338688051454493,0.025875856837581,0.001066762369822,0.0188163146869254,0.0165338713410046,0.00987575980157135,0.00890182981984487,0.0058602379628809,0.00819276996915074,0.00552179897958993,0.00607445882034104,0.00572724058965847,0.00437461279121819,0.00310540192024255,0.00191975813400497,0.000971349674968693,0.00116424976373894,0.00163621284381307,0.000806745238446449,0.000692729725828353,0.00083673876278108,0.00103445822223543,0.000490323456407858,0.000299836832980474,0.00835238506529742,0.000100872971191482,0.000255568852494808,6.75680358050394e-05,0.000114949563851997,0.000299744939857407,0.000457608461837022,0.000853347564947737,0.00141834024488363,0.00132775278623292,0.000489061066483166,0.0110908664782372,0.000962651502077156,0.00151116233573556,0.00351015867148542,0.00300827258364343,0.00134693003377553,0.0014770757222512,0.000528176123799721,0.00101126869935345,0.000430076500096898,0.00182923962778278,0.0104443463498607,0.00200823348461853,0.003186709476912,0.00306212429996832,0.00235670485074107,0.00119975374718108,0.00033269338206429,0.000509824871605879,0.000766482755367678,0.000277579145469853,9.32965461256448e-05,0.0153184053035724,0.000238180197058204,6.07453950380655e-05,0.0130687078439532,1
