,proportion,category
1,0.00595399188092016,Observed
2,0.00651819663226507,Observed
3,0.00629619490829455,Observed
4,0.00618386697815034,Observed
5,0.00675582517578933,Observed
6,0.00576004495644844,Observed
7,0.00669075337883046,Observed
8,0.00676141851800745,Observed
9,0.0068662455369404,Observed
10,0.00653856418468108,Observed
11,0.00621032293679271,Observed
12,0.00603815013036915,Observed
13,0.00638153428377461,Observed
14,0.0062214848610535,Observed
15,0.00627643607586301,Observed
16,0.00671494404213298,Observed
17,0.00615595075239398,Observed
18,0.00645072742245402,Observed
19,0.00706289978678038,Observed
20,0.00521190508846523,Observed
21,0.00575894693541752,Observed
22,0.00702576112412178,Observed
23,0.00634395255826783,Observed
24,0.00657629848342504,Observed
25,0.00608108108108108,Observed
26,0.00534832693362589,Observed
27,0.00543183052688756,Observed
28,0.00634920634920635,Observed
29,0.00745444505797902,Observed
30,0.00652415324819545,Observed
31,0.00619578686493185,Observed
32,0.00519584332533973,Observed
33,0.00610517552379631,Observed
34,0.00526600054010262,Observed
35,0.00601443464314354,Observed
36,0.00713305898491084,Observed
37,0.00627472377574683,Observed
38,0.00655290102389079,Observed
39,0.00608683890166374,Observed
40,0.00523343892025892,Observed
41,0.00677506775067751,Observed
42,0.00700148108253669,Observed
43,0.00654817586529467,Observed
44,0.0079386805365453,Observed
45,0.00633608815426997,Observed
46,0.00601339346726801,Observed
47,0.00661521499448732,Observed
48,0.00650759219088937,Observed
49,0.00719904012798294,Observed
50,0.00650069156293223,Observed
51,0.00654485955822198,Observed
52,0.00595159370453644,Observed
53,0.00629016819362779,Observed
54,0.00649171270718232,Observed
55,0.00627301240965498,Observed
56,0.00584397934221256,Observed
57,0.00583604777415852,Observed
58,0.00591556870126378,Observed
59,0.00659250103007829,Observed
60,0.00576923076923077,Observed
61,0.00598720914410124,Observed
62,0.00609343263371699,Observed
63,0.0057518488085456,Observed
64,0.00646403520836199,Observed
65,0.00614334470989761,Observed
66,0.00621032293679271,Observed
67,0.00696378830083565,Observed
68,0.00751670378619154,Observed
69,0.00584873055961717,Observed
70,0.00567395516191531,Observed
71,0.00627900627900628,Observed
72,0.00590497116176875,Observed
73,0.00573927302541678,Observed
74,0.00596044432403143,Observed
75,0.0051413881748072,Observed
76,0.00699398517275143,Observed
77,0.00655234908685348,Observed
78,0.00576871478400859,Observed
79,0.00774336283185841,Observed
80,0.00627643607586301,Observed
81,0.00628157858801038,Observed
82,0.00675582517578933,Observed
83,0.00699013157894737,Observed
84,0.00628930817610063,Observed
85,0.00680998798237415,Observed
86,0.00665557404326123,Observed
87,0.00647340275823248,Observed
88,0.00586950586950587,Observed
89,0.00673582109659167,Observed
90,0.00661983247770873,Observed
91,0.00637383954551753,Observed
92,0.00626217645421653,Observed
93,0.00585284280936455,Observed
94,0.00736278447121821,Observed
95,0.0065555859054903,Observed
96,0.00630568882796436,Observed
97,0.00627754774943235,Observed
98,0.00783043067368705,Observed
99,0.00654129190515127,Observed
100,0.00597663678348275,Observed
101,0.111544549186001,Null
102,0.111348374445731,Null
103,0.111415855237865,Null
104,0.110596324409345,Null
105,0.117097094572226,Null
106,0.116604446549694,Null
107,0.113904454776216,Null
108,0.114492040879017,Null
109,0.11425747077094,Null
110,0.113893326458068,Null
111,0.115990360091671,Null
112,0.110133598322684,Null
113,0.111268237379694,Null
114,0.110345765501606,Null
115,0.114291076460104,Null
116,0.112059523283631,Null
117,0.115544311118247,Null
118,0.112906596487589,Null
119,0.109499608945743,Null
120,0.112875302996776,Null
121,0.115354279803354,Null
122,0.110737886066469,Null
123,0.114161159606689,Null
124,0.110963550155714,Null
125,0.114564534025893,Null
126,0.117338608275645,Null
127,0.115392901993824,Null
128,0.113254392865151,Null
129,0.113037107586838,Null
130,0.11541175956869,Null
131,0.11262625413692,Null
132,0.108664004808859,Null
133,0.115896916285653,Null
134,0.110312644032142,Null
135,0.115852576104885,Null
136,0.116895497237873,Null
137,0.112463088518212,Null
138,0.114141349647637,Null
139,0.109834150219759,Null
140,0.11437286360721,Null
141,0.10895171870525,Null
142,0.111342865919555,Null
143,0.10940382732647,Null
144,0.115282475630286,Null
145,0.119440842261707,Null
146,0.116781909965064,Null
147,0.112994757502395,Null
148,0.112894482031238,Null
149,0.112023514633416,Null
150,0.114899528919923,Null
151,0.115164315856425,Null
152,0.10596974331678,Null
153,0.116612442347255,Null
154,0.112503231476409,Null
155,0.115321310803123,Null
156,0.111736583110102,Null
157,0.113894682960987,Null
158,0.111918397265065,Null
159,0.1133265500295,Null
160,0.111733029232546,Null
161,0.113647654052676,Null
162,0.112212019670885,Null
163,0.112210263011564,Null
164,0.109863853676147,Null
165,0.110018258410589,Null
166,0.116835016685564,Null
167,0.112682812025443,Null
168,0.116468927060318,Null
169,0.111956490004329,Null
170,0.110559980225485,Null
171,0.117752244464706,Null
172,0.112437958900082,Null
173,0.112170049716673,Null
174,0.109749962983427,Null
175,0.112134904808865,Null
176,0.113401206480716,Null
177,0.116353276028979,Null
178,0.108272070210744,Null
179,0.116090677894237,Null
180,0.107610702478705,Null
181,0.112179696975258,Null
182,0.114714838438385,Null
183,0.113254731405769,Null
184,0.117059251659838,Null
185,0.114092742005914,Null
186,0.115207244705774,Null
187,0.113692689262015,Null
188,0.112161585425586,Null
189,0.110076643212277,Null
190,0.112780775459776,Null
191,0.114643521549695,Null
192,0.114853575677821,Null
193,0.114801090515476,Null
194,0.113080364964544,Null
195,0.115699142966777,Null
196,0.112250163233177,Null
197,0.114220492712176,Null
198,0.108293193070081,Null
199,0.113331354408137,Null
200,0.112526668987273,Null
