,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,total
raw,0.937136325640785,1.84955116222144,3.3667832027117,6.21010255007167,5.54473283651424,4.20148886552362,1.58056012977494,0.709296475145204,1.06037688344574,0.532558840372572,0.716229821245173,0.304967577400774,0.168256431685097,0.171533262203232,0.160358462169489,0.188523801270384,0.414418194480088,0.329513263181878,0.148335243220206,0.310832810754989,0.393680178884921,1.10955106875171,0.548451948815048,0.554081911509119,0,0.0717958450080681,0.357144808056966,0.147511484827053,0.181442494097818,0.0206011687550702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.615664850639
prop,0.0287327065056724,0.0567074493404113,0.103225956549702,0.190402451659666,0.170002140440979,0.128818127263817,0.0484601536412946,0.0217471107332435,0.0325112760479253,0.0163283147166058,0.0219596879145372,0.00935034066597599,0.00515876136376845,0.00525922936076132,0.00491660871865829,0.00578016122417602,0.0127061090545873,0.0101029141883466,0.00454797545595026,0.00953016938880212,0.0120702791338993,0.0340189621714848,0.0168155992320452,0.0169882145296285,0,0.00220126878715647,0.0109501005020895,0.00452271892977105,0.00556304753954029,0.000631634180980571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
