,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,total
raw,0.973573525872364,1.76374277458192,3.43385269663958,7.95104292803851,5.3096225446152,2.91651350965557,2.42798855519186,0.622247549430341,0.248629917653367,0.93067015651465,0.767376143373286,0.524660786166825,0.259714960767991,0.297441279678905,0.103013522624882,0.134151217153109,0.374671084963786,0.209807700372292,0.0260519888215171,0.201992941893217,1.00178108210891,0.85273928713447,0.412463261697614,0.449879797810958,0,0.0612436468903527,0.0349441880875276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.615664850639
prop,0.0298498752158134,0.0540765543998212,0.105282314874299,0.243779881981548,0.162793632106849,0.0894206364644572,0.0744424057062965,0.0190781807539376,0.00762302159995661,0.0285344530236187,0.0235278399777355,0.0160861594748864,0.00796289028469405,0.00911958352040393,0.00315840633930428,0.00411309160084408,0.0114874581487014,0.00643272799536941,0.000798756945192447,0.00619312661011906,0.0307147221035197,0.0261450836902919,0.0126461705927645,0.0137933658526094,0,0.00187773719072763,0.00107139278771572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
