,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,total
raw,1.92347601300234,1.20624296528707,2.00745728309463,6.99460438263288,4.37738244258609,4.23751665936946,2.08473495576623,1.21028952851954,1.24147659546546,0.575693035816512,0.928596067228586,0.226163153498879,0.292631554729357,0.604970711690555,0.178952295650967,0.252225310586425,0.149460884843828,0.278525059188038,0.144254991707217,0.247445786805428,0.424691938341534,1.05190129154586,0.911837334936808,0.28962763611655,0.136818230512401,0.262561870712024,0.0502790681043262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.615664850639
prop,0.0589739936871058,0.0369835467347047,0.0615488689955465,0.214455367218916,0.134211044374903,0.12992274352753,0.0639182112433739,0.0371076148244095,0.0380638138499003,0.0176508140629006,0.0284708612098212,0.00693418805149538,0.00897211680551175,0.0185484709406039,0.00548669777146856,0.00773325675688269,0.00458248775636716,0.00853961004515844,0.00442287447972689,0.00758671601325889,0.0130211032117965,0.032251413434709,0.0279570365685476,0.00888001631862719,0.00419486253427456,0.00805017686790707,0.00154156195602866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
