,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,total
raw,2.01838058407062,1.07448055516275,3.55379004288647,6.22015028982233,4.33168021361114,3.96856180070243,2.58498134187569,0.873250067890246,0.8824453437767,1.06968119857746,0.848400484640212,0.371839001246411,0.230189116417647,0.0558772162526544,0.109502605487744,0.205798707058966,0.208802997638222,0.223643575011682,0.0781458207316588,0.105929731584773,0.681255403418757,1.18300524025771,0.354991848341696,0.393829655255136,0,0.0983378410338977,0.350721916386016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.615664850639
prop,0.0618837786478872,0.0329436962295037,0.108959607573869,0.190710516505092,0.132809808827989,0.121676556920613,0.079255822431136,0.0267739465649169,0.0270558747711504,0.0327965474098406,0.0260120555115279,0.0114006261392867,0.0070576245332352,0.00171320181601509,0.00335736235913643,0.00630981180366568,0.00640192369508393,0.00685693748803959,0.00239595976625103,0.00324781763823826,0.0208873682795833,0.0362710754379894,0.0108840905119474,0.0120748620964389,0,0.00301504940905631,0.0107531739117421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
