,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,total
raw,1.37312149226855,0.896512832325576,3.25412369274931,7.47826959384039,5.37070046105096,4.38995419436011,1.43074408525403,0.905493989569093,0.870292815665063,0.971897336148493,0.714034515034933,0.365702618522026,0.0684567383941364,0.318029283330951,0.128764982434163,0.122084173835546,0.288004381611468,0.299596434049958,0.0318908694561558,0.423326379456126,0.608694039053917,0.958410343802329,0.140531315982225,0.636137236601052,0,0.125592045529078,0.0931862128656399,0.0262649845477114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.615664850639
prop,0.042100061383285,0.0274871855726716,0.0997718031397284,0.229284597695205,0.164666287982958,0.134596495716509,0.0438667766487672,0.0277625488769196,0.0266832768747933,0.0297984830479227,0.021892379576035,0.011212483945881,0.00209889139797177,0.00975081405782595,0.00394794903074436,0.00374311467801199,0.00883024715057513,0.00918566079894241,0.000977777690634167,0.0129792350208011,0.0186626285817378,0.0293849703261085,0.00430870615778576,0.0195040401449486,0,0.00385066642376348,0.00285709990252779,0.00080528741842271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
