,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,total
raw,0,0,0,0,0,0.00760314409166358,0.0197912792639663,0.0768718725029801,0.0384699729225721,0.0801478603939734,0.289100487585463,0.265339642868222,0.350630076784309,0.788033027908371,1.11283793819506,0.530356430366537,0.308534432623792,0.65045546452246,2.11867003085031,2.93149051012266,1.56454529298229,1.05815680465146,1.3657517321794,1.98796908974253,1.67946846542537,1.61356349107687,1.64356699462393,1.52307632538891,0.682838456224188,1.14523091381128,0.834137418157094,0.611699051499817,0.572971642384649,0.797358095315675,0.525090825399298,0.0589104028322915,0.0591468507518319,0.0138585652922303,0.0318054594106124,0.0432601960525728,0.0467269176721845,0,0,0,0,0.0231905987612834,0.0381345750806451,0.0649346383490428,0.0792933773248833,0.181641557749066,0.300737436740399,0.138589351117351,0.318015267683451,0.0903771152491986,0.058007179333065,0.0969125546719525,0.0637082500084268,0.146512503081691,0.154578064766421,0.248288952527648,0.103928958706115,0.00726374043822323,0,0,0,0,0.00581738633883595,0.0324872035502367,0.0139196717732392,0,29.602749663142
prop,0,0,0,0,0,0.000256839117250319,0.000668562194025109,0.00259678149421006,0.00129954052783382,0.00270744648068164,0.00976600116121706,0.00896334448277933,0.0118445104179249,0.026620264565813,0.0375923841824951,0.017915782702675,0.0104224923743467,0.0219728056320502,0.0715700418021722,0.0990276424818949,0.0528513503233884,0.0357452201803049,0.0461359754658154,0.0671548796096373,0.0567335293017208,0.054507216709193,0.0555207544341839,0.0514505018189333,0.0230667240034929,0.0386866398170165,0.0281777006409532,0.0206635889726634,0.0193553520840008,0.0269352713646211,0.0177379071665455,0.00199003144987035,0.00199801881328189,0.000468151284928962,0.00107440895769939,0.00146135735851712,0.00157846545351034,0,0,0,0,0.000783393401801379,0.0012882105721458,0.0021935340158584,0.00267858149081369,0.00613596911827503,0.0101591048183893,0.00468163777670648,0.0107427611050405,0.00305299731537189,0.00195951997679759,0.0032737686794216,0.00215210582575541,0.00494928696654527,0.00522174684870182,0.00838736115235907,0.00351078733863416,0.000245373842662569,0,0,0,0,0.000196515067182394,0.00109743871498147,0.000470215501317784,0,1
