,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,total
raw,0.203335736920173,0.352581865721762,0.593905468161711,0.375392117762554,0.203909478808655,0.289685062027289,0.220119415942293,0.270386453908833,0.216158906549994,0.0964684365387116,0.259601939656023,0.270640892028199,0.263546649578796,0.170381824982976,0.306489534440964,0.569030071277717,0.515035028763504,0.380455530690054,0.374681015489244,0.733204591261474,0.388666113971826,1.18306065884738,0.053479060413881,0.04101372189819,0.0561564166010878,0,0,0,0.0718299851671067,0.107816424577191,0.0496412977753387,0.154297794964949,0.223069567921147,0.204240177662309,0.035587053606417,0.0527041931911144,0.0182071775386118,0.0364665516772196,0.0331433111580783,0.047065679167222,0,0,0,0,9.42145520665
prop,0.0215822006749713,0.0374232916240898,0.063037551539014,0.0398443881044606,0.0216430980497289,0.0307473798551649,0.0233636323810068,0.0286990117745276,0.0229432610789701,0.0102392289113279,0.0275543357116199,0.0287260180186571,0.0279730300466509,0.0180844488718382,0.0325310185866651,0.0603972591066479,0.0546661866417381,0.040381822377239,0.0397689112001277,0.0778228601823582,0.0412532995643275,0.125570905226226,0.00567630575541383,0.00435322580202271,0.00596048225771435,0,0,0,0.0076240860452647,0.0114437124852104,0.00526896288168946,0.0163772784119422,0.0236767636239141,0.0216781986627872,0.00377723534484337,0.00559406079369924,0.00193252285759003,0.00387058589966868,0.00351785477201914,0.0049955848788626,0,0,0,0,1
