,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,total
raw,0.161511075077771,0.213846765041501,0.363231514304292,0.27693921927727,0.0726950005989761,0.3239327267133,0.20039195557404,0.233640140392069,0.196742954875185,0.160020499148065,0.375189377950409,0.0532416865025053,0.0948499664166932,0.188464098064866,0.211615483682477,0.443457062331093,1.06449091805818,0.745866885096671,0.63005635140882,0.528892130875494,0.764429639875007,1.08677022434522,0,0.117498166838283,0.0264360326136618,0.000732329667551489,0.00471725801102603,0.00965425834400842,0.086476429737615,0.0038594127763218,0.0518293993355673,0.0114500969940978,0.005207419757437,0.0142592563761471,0.0343820424070328,0.161338555357002,0.0222020287344511,0.0340278741569225,0.125363591232951,0.10480457131237,0.11118589064048,0.0447645163775436,0.0169580186485887,0.0440323817210385,9.42145520665
prop,0.017142901126757,0.022697848724108,0.0385536529482102,0.0293945269815427,0.00771589940242621,0.0343824515011924,0.0212697456155814,0.0247987317529416,0.020882438069261,0.0169846903305464,0.0398228691556679,0.00565111071853586,0.0100674433339921,0.0200037142809787,0.0224610189233943,0.047068850045382,0.112985828060491,0.0791668451143526,0.0668746321655388,0.0561369893795369,0.0811371091947076,0.115350569578481,0,0.0124713395394958,0.002805939425897,7.77299951534647e-05,0.000500693142148192,0.00102470989165178,0.00917867015666293,0.000409640834846583,0.00550120954764868,0.00121532149152669,0.000552719260795446,0.00151348767927936,0.00364933459353123,0.0171245897600961,0.00235653922323806,0.00361174292193253,0.0133061813152245,0.0111240322236415,0.0118013500252064,0.00475133781307448,0.00179993623879028,0.00467362851653308,1
