,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,total
raw,0.0562253216271483,0.34699211780512,0.751462486599154,0.320608040162868,0.249734894932321,0.169352865095992,0.396703519841814,0.229760606185283,0.541546462577847,0.517249253889184,0.290113143318496,0.422156877935269,0.638157258953296,0.323661951262109,0.239726278453003,0.680066974043957,0.338905759027291,0.233280542644838,0.358508526996244,0.665930575655491,0.553546813948609,0.835567314698052,0.0196354945327307,0.0188623538021929,0.101083568218411,0.0785112603163074,0.0304353581303611,0,0,0,0,0,0,0,0,0,0,0.00654052716059335,0,0,0,0,0.00712905883601834,0,9.42145520665
prop,0.0059677958865062,0.036829991778786,0.0797607662634478,0.0340295668907464,0.0265070405213039,0.0179752343328509,0.0421063955769599,0.0243869552150617,0.0574801292050515,0.0549012060816349,0.0307928167098564,0.0448080332258328,0.0677344682913592,0.0343537112009679,0.0254447188035024,0.0721827954522292,0.0359716998694723,0.0247605637906319,0.0380523516943748,0.0706823480077105,0.0587538550900179,0.0886877129244619,0.00208412544580918,0.00200206373521568,0.0107290822915618,0.00833324137240406,0.00323043069916405,0,0,0,0,0,0,0,0,0,0,0.000694216234873867,0,0,0,0,0.000756683408204965,0,1
