,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,total
raw,0,0.610598684704476,0.92995247113871,2.19762902769531,1.47192686294265,0.477971907141706,0.439804818773141,0.0304999368788516,0.037359910973086,0.301872415218388,0.531176404711631,0.0149714940023742,0.162287340356393,0,0.427011107975093,0.959235423884256,0.401914821541871,0.335782421635063,0,0,0,0,9.329995049573
prop,0,0.0654446954644869,0.0996734152802439,0.235544500936888,0.157762877163586,0.0512295992229472,0.0471388051586661,0.00326901962078184,0.00400427982807942,0.0323550455937491,0.0569321207449023,0.00160466258801064,0.0173941507465023,0,0.0457675599725677,0.102811997089769,0.0430777100530472,0.0359895605357722,0,0,0,0,1
