,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,total
raw,0,0.403264745201076,0.982745158074187,1.21269208604936,1.76707203168672,2.5746750843959,0.127068846897833,0.0087080815295692,0.333581434975135,0.627460136652371,0.189827481209625,0.0330833509989463,0.0804658834594552,0.18375866725574,0.133142180359996,0.672449880827089,0,0,0,0,0,0,9.329995049573
prop,0,0.0432223964812856,0.105331798447113,0.129977784511778,0.189396888454683,0.27595674710607,0.0136193906023186,0.000933342566989651,0.0357536561598071,0.0672519259997986,0.0203459358982524,0.00354591302815969,0.00862442938414397,0.0196954731786434,0.0142703377282166,0.0720739804527404,0,0,0,0,0,0,1
