,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,total
raw,0,0.589821000475943,0.615346957275533,1.48741409926762,2.68962700961401,1.2096768937071,0.0235586390314691,0.0446519317905166,0.0710386462979506,0.814009617546558,0.0889473323514227,0.237079577531404,0.307424471283745,0.265130836954807,0.413823665922654,0.472444370522268,0,0,0,0,0,0,9.329995049573
prop,0,0.0632177184813122,0.0659536209832925,0.159422817629008,0.288277431587395,0.129654612599442,0.00252504303660347,0.0047858473185964,0.00761400685857832,0.0872465219136223,0.00953348119466511,0.0254104719532787,0.032950121586379,0.0284170394031389,0.0443541142009066,0.0506371512537823,0,0,0,0,0,0,1
