,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,total
raw,0.0787940189486555,0.70560887074619,0.154700289088739,1.41285950911166,1.06340493492824,1.51561391043377,0.623512759320026,0.126155427199814,0.581504095017403,0.177040626217994,0.189168996480687,0.161909510660964,0.564622306911978,0.191567455584747,0.60190382582378,0.572195215530873,0.434968433379866,0.174464864187617,0,0,0,0,9.329995049573
prop,0.00844523695135954,0.0756280005505987,0.0165809615403621,0.151431967713243,0.113977009556602,0.162445307031877,0.0668288413881379,0.0135214891893847,0.0623263026322845,0.0189754255256649,0.0202753587194395,0.0173536545089993,0.060516892443348,0.0205324284275493,0.064512770116778,0.0613285658235221,0.0466204356024576,0.0186993522783918,0,0,0,0,1
