,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,total
raw,0,0.707558568656265,0.889501538253846,1.6586308537098,1.72813021231346,1.0040677519921,0.0571948089018457,0,0.50406247041504,0.299875203506697,0.170736894634657,0.296850398963086,0.418784398177878,0.158597291426919,0.528126953900861,0.156025725233452,0.466849119106929,0.0168592612140102,0.0759269093436265,0.0923576598650459,0.0998590299574839,0,9.329995049573
prop,0,0.0758369714985698,0.0953378360361033,0.177774033629922,0.185223057797073,0.107617179500867,0.0061302078509102,0,0.0540260169203529,0.0321409820598373,0.0182997840542768,0.0318167799002928,0.0448858114021234,0.0169986469000514,0.056605276969041,0.0167230233675839,0.0500374455320096,0.00180699572984037,0.00813793672346068,0.00989900416606039,0.0107030099616242,0,1
