,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,total
raw,0.126471467847035,0.947374627034656,1.87258572381622,2.57419903848973,2.34201910343503,1.73666554538793,0.597597210776693,0.317137225040115,0.240394778467104,0.215165162371715,0.507098677068425,0.0459337801907854,0.0709568483323173,0.221540298747415,0.279272174221822,0.0467341712710962,0.115785630840924,0.038269261256079,0.181718855094736,0.216211626669126,0.200073143832846,0.370473014593391,0.180413877243075,0.0439957886417391,0,0,0,0,0,0,0,0,0,0,0,0,13.48808703067
prop,0.00937653112405461,0.0702378791655525,0.13883256532659,0.190849824191997,0.173636120386057,0.128755511544298,0.0443055571496419,0.0235123946278661,0.0178227481718112,0.015952237102449,0.0375960413003975,0.00340550739970305,0.00526070510747532,0.0164248865123471,0.0207050987724795,0.00346484799251586,0.00858428853384794,0.00283726381428738,0.0134725446745364,0.0160298214400227,0.0148333224257752,0.0274666832851084,0.0133757942718518,0.00326182567933458,0,0,0,0,0,0,0,0,0,0,0,0,1
