,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,total
raw,0.359490115647808,0.453831953457326,3.21540837930182,3.2334765554472,1.71062000277003,0.841380741211978,0.461329807499587,0.740190546061983,0.221260837054411,0.310380847093698,0.212561439552592,0.218187947796981,0.164502750709263,0.148232352541471,0.275568337517055,0.000474229336854237,0.0027447320097726,0.0280212737715069,0.124783487826383,0.0926420852948519,0.314754604160443,0.0508991994021403,0,0.00109733097123742,0.0431141184039744,0,0.11082084798963,0.0581161802056205,0.0941963276343834,0,0,0,0,0,0,0,13.48808703067
prop,0.026652416671866,0.0336468731574297,0.238388762764537,0.23972832827181,0.126824508092239,0.0623795456908602,0.034202760291403,0.054877355430677,0.0164041673627472,0.0230114801593388,0.0157591983999849,0.0161763448961185,0.0121961513397124,0.0109898721890221,0.0204304981789079,3.51591249208214e-05,0.000203493053057225,0.00207748316776059,0.00925138513286896,0.00686843768758289,0.0233357483121762,0.00377364108686448,0,8.13555672307161e-05,0.00319645909059891,0,0.0082162020261019,0.00430870441994277,0.00698366843424085,0,0,0,0,0,0,0,1
