,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,total
raw,0.223891030464789,0.26487534246445,0.461945206287487,0.66280842258762,0.87503995811566,0.941251285757642,1.0358317116987,0.793234952065092,0.706214449185804,0.69715168019684,0.818307965524721,1.40342434485648,2.49025051218822,2.78010697568467,3.56657706762787,4.30412713334275,5.14499053857969,4.95351901912733,4.86907151602597,5.52431572560015,4.71348215348455,4.53382371554808,4.00926827138591,3.40422520560116,3.11034122367819,2.3671211642028,1.59289401564352,1.40672518275131,1.03681115992245,1.15768386623343,0.748546391231428,0.484436119740962,0.380283944251239,0.251306441367852,0.455610715014532,0.275272972817995,0.261805745876025,0.335345749103785,0.247237978879556,0.0772565548936961,0.0215441534954596,0,0,0,0,0,0,0,0,0.0186260849005787,0.0241517843650576,0.0115451007407045,0.035528065013878,0.0120009882601116,0.0395249185484236,0.0773994061601903,0.10187671315589,0.0407096605039367,0.0459828647588467,0.129826740078158,0.196162414620115,0.180427148873217,0.12015378307436,0.120567429180237,0.194547010165425,0.132195172476351,0.175026520190503,0.24566996276646,0.201455819779292,0.279991712233885,0.300023995119622,0.157707742669869,0.0969109866368062,0.0509045086811775,0.0282997639948852,0.0101912880330574,0,0,0,0,0.0108146374791715,0.00135659017231683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.7195605329749
prop,0.00291830439211859,0.00345251381296173,0.00602121809716231,0.00863936677925492,0.0114056956535818,0.0122687262442423,0.0135015334355766,0.0103394094876775,0.00920514200393869,0.00908701347288345,0.0106662233182762,0.0182929142855722,0.0324591342141211,0.0362372640871652,0.0464884971036157,0.0561020827471084,0.0670623046174557,0.0645665718718273,0.0634658421164078,0.0720066132707544,0.0614378148250555,0.059096059519259,0.0522587491838236,0.0443723241107199,0.0405416976071094,0.0308542065121109,0.0207625539637818,0.018335939009279,0.0135143000392556,0.015089813578062,0.00975691708908701,0.00631437558264878,0.00495680556052962,0.0032756501682493,0.00593865126246005,0.00358804157512971,0.0034125032007124,0.00437105930709352,0.00322261985290297,0.00100699944521307,0.000280816956533525,0,0,0,0,0,0,0,0,0.000242781433720192,0.000314806083315309,0.00015048444830106,0.000463090048575131,0.000156426707566364,0.000515186978051515,0.00100886143797609,0.00132791054130325,0.000530629479902186,0.000599362984347163,0.001692224762189,0.00255687615071521,0.00235177505736191,0.00156614274429683,0.00157153440846961,0.00253582018475988,0.00172309605996155,0.00228138064105927,0.00320218156959943,0.00262587296355411,0.00364954791566541,0.0039106584166455,0.00205563928643837,0.00126318485095014,0.000663514080731709,0.000368872863690631,0.000132838196181756,0,0,0,0,0.000140963235503979,1.76824549422927e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
