,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,total
raw,0.0386466179956811,0.0787982348328228,0.111023097218337,0.438274853213808,0.842740305874084,1.16237833242306,0.831465675521359,1.04002691166084,1.0135762517543,1.00354238089626,1.00728987447776,1.43576384624096,2.06518863701585,3.1338368568206,3.8759849847025,4.74691009757079,5.46396333482687,4.62908200735996,4.57514569857146,4.13383498758157,4.56236277738509,4.71824836208263,3.77313940313181,3.64012671414431,2.72354707370462,2.39357343371674,1.88142872006838,1.62171264227671,1.35001487712657,1.07285521144194,1.00864869661316,0.609907349422478,0.451983720948151,0.401219669403795,0.324589286295716,0.147363690751067,0.178148843711164,0.301692388840328,0.315526607118763,0.084671064061365,0.0259929641101735,0.0122659946616651,0,0,0,0,0,0,0,0.0211398682282517,0.00986550711859289,0.0181354012132641,0.0544030041903329,0.0217193230004386,0.0462975971015366,0.0971484002029415,0.0854011885346258,0.149384601785694,0.166786200684943,0.18435134607914,0.195325640688138,0.193634477544119,0.0664401407810699,0.163413449157024,0.156769451262521,0.39266765637022,0.306251691902242,0.178130264349015,0.155574002680954,0.136314608193157,0.142241838237489,0.0841463812598875,0.10398996637773,0.0412540797509004,0.0173829829866203,0,0,0,0.00885137241038803,0.00245492902482488,0.00378760757919536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.7195605329749
prop,0.00050373878222452,0.00102709445003865,0.00144712895182211,0.00571268722303789,0.0109846863045033,0.0151510035295818,0.0108377272985549,0.0135562157086891,0.0132114449654421,0.0130806586211469,0.0131295052719289,0.0187144430477264,0.026918671361891,0.0408479510968215,0.0505214701149984,0.0618735308778329,0.0712199509078053,0.0603377023434634,0.0596346703081676,0.0538824122409408,0.0594680515072052,0.0614999399019586,0.0491809308723826,0.0474471789053034,0.0355000348644334,0.0311989982357622,0.0245234553873614,0.0211381899350124,0.01759674935242,0.0139841157064607,0.0131472168193617,0.00794982850768982,0.00589137526086171,0.0052296919666445,0.00423085434849701,0.00192080989160162,0.00232207852174276,0.00393240507042083,0.00411272698809513,0.00110364375751309,0.000338804914021913,0.000159880929667123,0,0,0,0,0,0,0,0.000275547306076728,0.000128591809573161,0.00023638562430854,0.000709115169748006,0.000283100200907739,0.000603465358507071,0.0012662794146375,0.00111316055437934,0.00194715142719681,0.00217397231587708,0.00240292494897574,0.00254596923302481,0.00252392579153125,0.000866013052206069,0.00213001023496202,0.00204340914068635,0.00511822087668826,0.00399183324011107,0.00232183634931606,0.00202782708347353,0.00177679078511624,0.00185404917923574,0.00109680478714057,0.00135545570979952,0.000537725704687385,0.000226578239836879,0,0,0,0.000115373085415207,3.19987367989383e-05,4.93695161036201e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
