,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,total
raw,0,0,0,0,0.0644713396290786,0.202854670808749,0.197926157364807,0.237931351268851,0.0368006320853898,0.110450962721129,0.130764874921268,0.244665278323392,0.31917987154343,0.381685143802247,0.434700415125826,0.249518307725688,0.730151505213177,0.62818576327192,0.445347314033342,0.336130640295104,0.391961207003031,0.401988144529762,0.337906720870334,0.165538832912608,0.130454258667638,0.0843813833623482,0.00933588931901089,0.0492197465774709,0.0487771944174338,0.0499506454694933,0.0661864939341737,0.028187449065271,0.0170557961698669,0.00653111029915823,0.0188238967698649,0.0112583793161192,0.00214719902194867,0.0756386672281251,0.0501872059784666,0.0235433643458376,0.042423708200448,0.00817747940735317,0.0660847352006087,0.053214828700496,0.0122767578419381,0.00516669814809887,0.00955039405355208,0.013950153648488,0.0306366604471771,0.0482308505621485,0.139760646576909,0.057290509496387,0.0375658517329987,0.0197854226806537,0.0417217605491665,0.0245854060330285,0.0119369170798297,0.0115787502840611,0.10883338281944,0.158874574562166,0.117803079215932,0.0212908675555994,0,0,0,0.0201471969873536,0.140084357492818,0.0999085022499822,0.0190756599020058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03979296482
prop,0,0,0,0,0.00801902983213474,0.0252313301718573,0.024618315201757,0.0295942137204248,0.0045773109141516,0.0137380356937589,0.0162647067522088,0.030431788404749,0.0397000112988079,0.0474744990912577,0.0540686081131641,0.0310354145706878,0.0908172024339589,0.0781345696363941,0.0553928833717565,0.0418083701615107,0.0487526493179799,0.0499998129664228,0.0420292813943001,0.0205899372828333,0.0162260718949445,0.0104954672006579,0.00116121016546847,0.00612201667292223,0.00606697145447276,0.00621292683630835,0.00823236297548807,0.00350599190658414,0.00212142231081055,0.00081234807012278,0.00234134098380807,0.00140033199429175,0.000267071432230189,0.00940803669436512,0.00624235054286503,0.00292835455450869,0.00527671650079584,0.00101712562041531,0.00821970609066403,0.00661893023033677,0.00152699925180386,0.000642640696185457,0.00118789054585635,0.00173513841830631,0.00381062803249225,0.00599901648875709,0.0173836126363533,0.00712586875645617,0.00467248993815847,0.00246093683845212,0.00518940733072727,0.00305796506708665,0.00148472941182223,0.00144018015572374,0.0135368389827531,0.0197610280833548,0.0146525015919448,0.00264818604767095,0,0,0,0.00250593480149457,0.0174238762248965,0.0124267506249421,0.00237265561258552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
