,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,total
raw,0,0,0.0631756715468384,0.0632047023808549,0.142188354238922,0.0668214233991345,0.175504846509671,0.370714982742724,0.575646831424224,0.295611320143371,0.272323623133688,0.238151237704947,0.420448505590314,0.324733712899434,0.162376088366134,0.295511105294846,0.315304097092467,0.186917405549712,0.212238429056539,0.256202984890236,0.246301487718157,0.374366768219186,0.232770473506622,0.188040475845718,0.0501951798363676,0.111548840129145,0.0570964692769616,0.0206105233795109,0.027003179316597,0.0527804199091887,0.0701948423970537,0.0116448865170525,0,0,0,0,0.00558760929060936,0.00916151062904513,0.0219043941584744,0.0120297947483439,0.0055880057313829,0.00861446036406487,0.0490383589325103,0.0653394446781718,0.0483566300628732,0.0556019463411521,0,0,0,0,0,0.024616630775524,0.0633165518190788,0.0304657722749271,0.0509493106647927,0.0977632974041323,0.225647287683619,0.126292160712312,0.0753079501282689,0.101318159138429,0.0286987413188393,0.0778388403332073,0.116909217749829,0.07980329047249,0.0062070198356179,0.017940100939409,0.0109276082269597,0.00330183035867101,0.0202699146498924,0.00315104844886094,0.00586772084253893,0.0239314631493297,0.0213462044907821,0.0255787189927357,0.0364603310540285,0.00432630664595331,0.0403439689510867,0.0471931377625788,0.0153560254416266,0.00674643059951774,0.0556773520027178,0,0,0,0,0,0,0,8.03979296482
prop,0,0,0.00785787293569354,0.00786148382892717,0.0176855741013606,0.00831133633559064,0.0218295231329505,0.0461100160619651,0.0715997083436229,0.0367685239454409,0.0338719696297286,0.0296215634839147,0.0522959369016198,0.0403908053752606,0.0201965509655098,0.0367560590910642,0.039217937386218,0.0232490322036417,0.0263984943375082,0.0318668634890615,0.030635302276552,0.0465642299319542,0.0289522969714723,0.0233887211609221,0.00624334234177527,0.0138745911265692,0.00710173377931504,0.00256356394619825,0.00335869088106569,0.00656489789477687,0.00873092661766387,0.00144840626717721,0,0,0,0,0.000694994176474351,0.00113952071516437,0.0027244972916992,0.00149628165812019,0.000695043486298034,0.0010714778852838,0.00609945543959766,0.00812700587740007,0.00601466110812417,0.00691584305521939,0,0,0,0,0,0.00306184884153607,0.00787539580883927,0.00378937273736242,0.00633714212389963,0.0121599272309522,0.0280663057706824,0.0157083846891249,0.00936690166746787,0.0126020855986927,0.0035695871080782,0.00968169711257608,0.0145413219297304,0.00992603799894948,0.000772037272946974,0.00223141329856504,0.00135919025213411,0.000410685993174071,0.00252119858540987,0.000391931541353004,0.000729834818908213,0.00297662679300915,0.0026550689282905,0.00318151463659094,0.00453498382527626,0.000538111698259406,0.00501803580361102,0.0058699444089025,0.00191000259693508,0.000839129891657451,0.00692522211036368,0,0,0,0,0,0,0,1
