Order,Family,Genus,species,tree.name,female2n,male2n,B chromosomes,sex.chromosome.system,"notes, comments",Source,Study
Afrosoricida,Tenrecidae,Microgale,taiva,Microgale_taiva,32,32,,XY,,Animal Karyotype Book 2020,Gilbert et al. 2007
Afrosoricida,Tenrecidae,Microgale,parvula,Microgale_parvula,32,32,,XY,,Animal Karyotype Book 2020,Gilbert et al. 2007
Afrosoricida,Tenrecidae,Oryzorictes,hova,Oryzorictes_hova,32,32,,XY,,Animal Karyotype Book 2020,Gilbert et al. 2007
Afrosoricida,Chrysochloridae,Amblysomus,robustus,Amblysomus_robustus,36,36,,XY,,Animal Karyotype Book 2020,Gilbert et al 2008
Afrosoricida,Tenrecidae,Hemicentetes,nigriceps,Hemicentetes_nigriceps,38,38,,XY,,Animal Karyotype Book 2020,Benirschke 1969
Afrosoricida,Tenrecidae,Microgale,cowani,Microgale_cowani,38,38,,XY,,Animal Karyotype Book 2020,Gilbert et al. 2007
Afrosoricida,Tenrecidae,Microgale,thomasi,Microgale_thomasi,56,56,,XY,,Animal Karyotype Book 2020,Gilbert et al. 2007
Artiodactyla,Bovidae,Tragelaphus,scriptus,Tragelaphus_scriptus,34,34,,XY,,Animal Karyotype Book 2020,Rubes et al. 2008
Artiodactyla,Cervidae,Mazama,bororo,Mazama_bororo,34,34,yes,XY,,Animal Karyotype Book 2020,Duarte (Unpublished)
Artiodactyla,Suidae,Phacochoerus,africanus,Phacochoerus_africanus,34,34,,XY,,Animal Karyotype Book 2020,Musilova et al. 2010
Artiodactyla,Cervidae,Mazama,nana,Mazama_nana,36,36,yes,XY,,Animal Karyotype Book 2020,Abril and Duarte 2008
Artiodactyla,Hippopotamidae,Choeropsis,liberiensis,Choeropsis_liberiensis,36,36,,XY,,Animal Karyotype Book 2020,Frohlich et al. 2016
Artiodactyla,Suidae,Babyrousa,babyrussa,Babyrousa_babyrussa,38,38,,XY,,Animal Karyotype Book 2020,Bosma et al. 1996
Artiodactyla,Cervidae,Mazama,americana,Mazama_americana,42,43,yes,complex XY,XY1Y2,Animal Karyotype Book 2020,Aquino et al. 2013
Artiodactyla,Phocoenidae,Neophocaena,phocaenoides asiaeorientalis,Neophocaena_phocaenoides asiaeorientalis,44,44,,XY,,Animal Karyotype Book 2020,Nie et al. 2012
Artiodactyla,Cervidae,Elaphodus,cephalophus,Elaphodus_cephalophus,47,47,,XY,17 fusion to X,Animal Karyotype Book 2020,Huang et al. 2006a
Artiodactyla,Bovidae,Capricornis,sumatraensis,Capricornis_sumatraensis,48,48,,XY,,Animal Karyotype Book 2020,Huang et al. 2005
Artiodactyla,Bovidae,Pseudoryx,nghetinhensis,Pseudoryx_nghetinhensis,50,50,,XY,,Animal Karyotype Book 2020,Kulemzina et al. 2014
Artiodactyla,Bovidae,Ovis,nivcola,Ovis_nivcola,52,52,,XY,,Animal Karyotype Book 2020,Huang et al. 2005
Artiodactyla,Bovidae,Ovis,aries musimon,Ovis_aries musimon,54,54,,XY,,Animal Karyotype Book 2020,CRES San Diego (Unpublished)
Artiodactyla,Bovidae,Ovis,aries orientalis,Ovis_aries orientalis,54,54,,XY,,Animal Karyotype Book 2020,Proskuryakova and Beklemisheva (Unpublished)
Artiodactyla,Bovidae,Ovis,aries aries,Ovis_aries aries,54,54,,XY,,Animal Karyotype Book 2020,Iannuzzi et al. 1999
Artiodactyla,Bovidae,Pseudois,schaeferi,Pseudois_schaeferi,54,54,,XY,,Animal Karyotype Book 2020,Veterinary Research Institute Brno (Unpublished)
Artiodactyla,Bovidae,Naemorhedus,baileyi cranbrooki,Naemorhedus_baileyi cranbrooki,56,56,,XY,,Animal Karyotype Book 2020,Huang et al. 2005
Artiodactyla,Bovidae,Oryx,gazella,Oryx_gazella,56,56,,XY,,Animal Karyotype Book 2020,CRES San Diego (Unpublished)
Artiodactyla,Bovidae,Ovis,ammon,Ovis_ammon,56,56,,XY,,Animal Karyotype Book 2020,Huang et al. 2005
Artiodactyla,Bovidae,Bos,frontalis (gayal),Bos_frontalis (gayal),58,58,,XY,,Animal Karyotype Book 2020,Chi et al. 2005a
Artiodactyla,Bovidae,Oryx,beisa beisa,Oryx_beisa beisa,58,58,,XY,,Animal Karyotype Book 2020,Kumamoto et al. 1999
Artiodactyla,Bovidae,Oryx,beisa callotis,Oryx_beisa callotis,58,58,,XY,,Animal Karyotype Book 2020,Kumamoto et al. 1999
Artiodactyla,Cervidae,Rucervus,eldii,Rucervus_eldii,58,58,,XY,,Animal Karyotype Book 2020,Frohlich et al. 2017
Artiodactyla,Moschidae,Moschus,berezovskii,Moschus_berezovskii,58,58,,XY,,Animal Karyotype Book 2020,Chi et al. 2005a
Artiodactyla,Bovidae,Capra,hircus hircus,Capra_hircus hircus,60,60,,XY,,Animal Karyotype Book 2020,Biltueva and Graphodatsky (Unpublished)
Artiodactyla,Bovidae,Capra,hircus aegagrus,Capra_hircus aegagrus,60,60,,XY,,Animal Karyotype Book 2020,Huang et al. 2005
Artiodactyla,Cervidae,Cervus,timorensis russa,Cervus_timorensis russa,60,60,,XY,,Animal Karyotype Book 2020,Frohlich et al. 2017
Artiodactyla,Cervidae,Cervus,elaphus,Cervus_elaphus,62,62,,XY,,Animal Karyotype Book 2020,Huang et al. 2006a
Artiodactyla,Cervidae,Blastocerus,dichotomus,Blastocerus_dichotomus,66,66,,XY,,Animal Karyotype Book 2020,Duarte and Giannoni 1995a
Artiodactyla,Cervidae,Cervus,nippon,Cervus_nippon,66,66,,XY,,Animal Karyotype Book 2020,Huang et al. 2006a
Artiodactyla,Cervidae,Ozotocerus,bezoarticus,Ozotocerus_bezoarticus,68,68,,XY,,Animal Karyotype Book 2020,Duarte and Giannoni 1995b
Artiodactyla,Cervidae,Mazama,nemorivaga,Mazama_nemorivaga,68,69,yes,complex XY,X1Y1Y2,Animal Karyotype Book 2020,Fiorillo et al. 2013
Artiodactyla,Cervidae,Hippocamelus,bisculus,Hippocamelus_bisculus,70,70,,XY,,Animal Karyotype Book 2020,Spotorno et al. 1987
Artiodactyla,Cervidae,Mazama,gouazoubira,Mazama_gouazoubira,70,70,yes,XY,,Animal Karyotype Book 2020,Proskuryakova and Yang (Unpublished)
Artiodactyla,Camelidae,Camelus,ferus,Camelus_ferus,74,74,,XY,,Animal Karyotype Book 2020,Proskuryakova et al. (Unpublished)
Artiodactyla,Camelidae,Lama,pacos,Lama_pacos,74,74,,XY,,Animal Karyotype Book 2020,Balmus et al. 2007
Artiodactyla,Camelidae,Lama,guanicoe,Lama_guanicoe,74,74,,XY,,Animal Karyotype Book 2020,Balmus et al. 2007
Artiodactyla,Camelidae,Lama,glama,Lama_glama,74,74,,XY,,Animal Karyotype Book 2020,Balmus et al. 2007
Artiodactyla,Bovidae,Redunca,fulvorufula,Redunca_fulvorufula,56-57,56-57,,XY,chrom rearrangements,Animal Karyotype Book 2020,Rubes et al. 2007
Carnivora,Phocidae,Phoca,largha,Phoca_largha,32,32,,XY,,Animal Karyotype Book 2020,Beklemisheva (Unpublished)
Carnivora,Phocidae,Pusa,sibirica,Pusa_sibirica,32,32,,XY,,Animal Karyotype Book 2020,Beklemisheva et al. 2016
Carnivora,Felidae,Leopardus,tigrinus,Leopardus_tigrinus,36,36,,XY,,Animal Karyotype Book 2020,Wurster-Hill and Centerwall 1982
Carnivora,Felidae,Leopardus,colocolo,Leopardus_colocolo,36,36,,XY,,Animal Karyotype Book 2020,Wurster-Hill and Gray 1973
Carnivora,Otariidae,Phocarctos,hookeri,Phocarctos_hookeri,36,36,,XY,,Animal Karyotype Book 2020,Beklemisheva (Unpublished)
Carnivora,Otariidae,Arctocephalus,forsteri,Arctocephalus_forsteri,36,36,,XY,,Animal Karyotype Book 2020,Beklemisheva (Unpublished)
Carnivora,Viverridae,Viverricula,indica,Viverricula_indica,36,36,,XY,,Animal Karyotype Book 2020,Nie et al. 2012
Carnivora,Felidae,Prionailurus,bengalensis euptilurus,Prionailurus_bengalensis euptilurus,38,38,,XY,,Animal Karyotype Book 2020,Proskuryakova et al. (Unpublished)
Carnivora,Mustelidae,Lutra,lutra,Lutra_lutra,38,38,,XY,,Animal Karyotype Book 2020,Graphodatsky (Unpublished)
Carnivora,Mustelidae,Mustela,itatsi,Mustela_itatsi,38,38,,XY,,Animal Karyotype Book 2020,Graphodatsky (Unpublished)
Carnivora,Mustelidae,Mustela,nigripes,Mustela_nigripes,38,38,,XY,,Animal Karyotype Book 2020,Houck (Unpublished)
Carnivora,Mephitidae,Conepatus,leuconotus,Conepatus_leuconotus,46,46,,XY,,Animal Karyotype Book 2020,Perelman et al. 2008
Carnivora,Mephitidae,Mephitis,macroura,Mephitis_macroura,50,50,,XY,,Animal Karyotype Book 2020,Perelman et al. 2008
Carnivora,Viverridae,Genetta,johnstoni,Genetta_johnstoni,50,50,,XY,,Animal Karyotype Book 2020,Gaubert et al. 2004
Carnivora,Viverridae,Genetta,maculata,Genetta_maculata,52,52,,XY,,Animal Karyotype Book 2020,Matoso Silva et al. 2016
Carnivora,Viverridae,Genetta,pardina,Genetta_pardina,52,52,,XY,,Animal Karyotype Book 2020,Beklemisheva (Unpublished)
Carnivora,Mephitidae,Spilogale,gracilis,Spilogale_gracilis,60,60,,XY,,Animal Karyotype Book 2020,Perelman et al. 2008
Carnivora,Canidae,Cuon,alpinus,Cuon_alpinus,78,78,,XY,,Animal Karyotype Book 2020,Graphodatsky et al. 2008
Carnivora,Canidae,Vulpes,lagopus,Vulpes_lagopus,48-50,48-50,,XY,Chrom rearrangements,Animal Karyotype Book 2020,"Graphodatsky et al. 2000b, 2008a; Nash et al. 2001"
Chiroptera,Phyllostomidae,Tonatia,saurophila,Tonatia_saurophila,16,16,,XY,,Animal Karyotype Book 2020,Sotero-Caio et al. 2017
Chiroptera,Phyllostomidae,Choeroniscus,minor,Choeroniscus_minor,20,20,,XY,,Animal Karyotype Book 2020,Das Neves et al. 2001
Chiroptera,Emballonuridae,Cormura,brevirostris,Cormura_brevirostris,22,22,,XY,,Animal Karyotype Book 2020,Araujo et al. 2016
Chiroptera,Vespertilionidae,Glauconycteris,beatrix,Glauconycteris_beatrix,22,22,,XY,,Animal Karyotype Book 2020,Volleth and Heller 2007
Chiroptera,Phyllostomidae,Lionycteris,obscura,Lionycteris_obscura,24,24,,XY,,Animal Karyotype Book 2020,Baker et al. 1979
Chiroptera,Phyllostomidae,Vampyressa,thyone,Vampyressa_thyone,24,24,,complex XY,,Animal Karyotype Book 2020,Gomes et al. 2016
Chiroptera,Phyllostomidae,Micronycteris,hirsuta,Micronycteris_hirsuta,26,26,,XY,,Animal Karyotype Book 2020,Ribas et al. 2013
Chiroptera,Phyllostomidae,Vampyressa,bidens,Vampyressa_bidens,26,26,,XY,,Animal Karyotype Book 2020,Gomes et al. 2016
Chiroptera,Phyllostomidae,Artibeus,jamaicensis,Artibeus_jamaicensis,28,28,,complex XY,XY1Y2,Animal Karyotype Book 2020,Baker et al. 1979
Chiroptera,Phyllostomidae,Lonchophylla,concava,Lonchophylla_concava,28,28,,XY,,Animal Karyotype Book 2020,Sotero-Caio et al. 2013
Chiroptera,Rhinolophidae,Rhinolophus,morio,Rhinolophus_morio,28,28,,complex XY,X1X2Y1Y2,Animal Karyotype Book 2020,Volleth et al. 2015
Chiroptera,Hipposideridae,Aselliscus,stoliczkanus,Aselliscus_stoliczkanus,30,30,,XY,,Animal Karyotype Book 2020,Ao et al. 2007
Chiroptera,Phyllostomidae,Platyrrhinus,lineatus,Platyrrhinus_lineatus,30,30,,XY,,Animal Karyotype Book 2020,Varella-Garcia et al. 1989
Chiroptera,Phyllostomidae,Platyrrhinus,incarum,Platyrrhinus_incarum,30,30,,XY,,Animal Karyotype Book 2020,Gomes et al. 2016
Chiroptera,Phyllostomidae,Vampyrodes,caraccioli,Vampyrodes_caraccioli,30,30,,XY,,Animal Karyotype Book 2020,Pieczarka et al. 2013
Chiroptera,Rhinolophidae,Rhinolophus,sedulus,Rhinolophus_sedulus,30,30,,XY,,Animal Karyotype Book 2020,Volleth et al. 2014
Chiroptera,Vespertilionidae,Tylonycteris,sp.,Tylonycteris_sp.,30,30,,XY,,Animal Karyotype Book 2020,Ao et al.2006
Chiroptera,Phyllostomidae,Ardops,nichollsi,Ardops_nichollsi,30,31,,complex XY,XY1Y2,Animal Karyotype Book 2020,Baker et al. 1979
Chiroptera,Phyllostomidae,Artibeus,obscurus,Artibeus_obscurus,30,31,,complex XY,XY1Y2,Animal Karyotype Book 2020,Pieczarka et al. 2013
Chiroptera,Hipposideridae,Hipposideros,larvatus,Hipposideros_larvatus,32,32,,XY,,Animal Karyotype Book 2020,Volleth et al. 2002
Chiroptera,Hipposideridae,Hipposideros,pratti,Hipposideros_pratti,32,32,,XY,,Animal Karyotype Book 2020,Mao et al. 2010
Chiroptera,Hipposideridae,Hipposideros,pomona,Hipposideros_pomona,32,32,,XY,,Animal Karyotype Book 2020,Mao et al. 2010
Chiroptera,Hipposideridae,Hipposideros,armiger,Hipposideros_armiger,32,32,,XY,,Animal Karyotype Book 2020,Mao et al. 2010
Chiroptera,Phyllostomidae,Lonchorhina,aurita,Lonchorhina_aurita,32,32,,XY,,Animal Karyotype Book 2020,Barros et al. 2009
Chiroptera,Phyllostomidae,Phyllostomus,hastatus,Phyllostomus_hastatus,32,32,,XY,,Animal Karyotype Book 2020,Pieczarka et al. 2005
Chiroptera,Rhinolophidae,Rhinolophus,luctoides,Rhinolophus_luctoides,32,32,,XY,,Animal Karyotype Book 2020,Volleth et al. 2015
Chiroptera,Vespertilionidae,Plecotus,auritus,Plecotus_auritus,32,32,,XY,,Animal Karyotype Book 2020,Kulemzina et al. 2011b
Chiroptera,Vespertilionidae,Tylonycteris,robustula,Tylonycteris_robustula,32,32,,XY,,Animal Karyotype Book 2020,Ao et al.2006
Chiroptera,Phyllostomidae,Lophostoma,silvicolum,Lophostoma_silvicolum,34,34,,XY,,Animal Karyotype Book 2020,Ribas et al. 2015
Chiroptera,Phyllostomidae,Lophostoma,occidentalis,Lophostoma_occidentalis,34,34,,XY,,Animal Karyotype Book 2020,Sotero-Caio et al. 2015
Chiroptera,Phyllostomidae,Rhinophyla,pumilio,Rhinophyla_pumilio,34,34,,XY,,Animal Karyotype Book 2020,Gomes et al. 2012
Chiroptera,Pteropodidae,Cynopterus,sphinx,Cynopterus_sphinx,34,34,,XY,,Animal Karyotype Book 2020,Ao et al. 2007
Chiroptera,Pteropodidae,Eidolon,helvum,Eidolon_helvum,34,34,,XY,,Animal Karyotype Book 2020,Houck (Unpublished)
Chiroptera,Rhinolophidae,Rhinolophus,sinicus,Rhinolophus_sinicus,36,36,,XY,,Animal Karyotype Book 2020,Mao et al. 2007a
Chiroptera,Vespertilionidae,Nyctalus,velutinus,Nyctalus_velutinus,36,36,,XY,,Animal Karyotype Book 2020,Ao et al.2006
Chiroptera,Vespertilionidae,Scotophilus,dinganii,Scotophilus_dinganii,36,36,,XY,,Animal Karyotype Book 2020,Eick et al. 2007
Chiroptera,Phyllostomidae,Rhinophyla,fischerae,Rhinophyla_fischerae,38,38,,XY,,Animal Karyotype Book 2020,Gomes et al. 2010
Chiroptera,Vespertilionidae,Vespertilio,murinus,Vespertilio_murinus,38,38,,XY,,Animal Karyotype Book 2020,Kulemzina et al. 2011b
Chiroptera,Phyllostomidae,Macrotus,californicus,Macrotus_californicus,40,40,,XY,,Animal Karyotype Book 2020,Sotero-Caio et al. 2013
Chiroptera,Vespertilionidae,Phoniscus,atrox,Phoniscus_atrox,40,40,,XY,,Animal Karyotype Book 2020,Volleth 2006
Chiroptera,Rhinolophidae,Rhinolophus,pearsonii,Rhinolophus_pearsonii,44,44,,XY,,Animal Karyotype Book 2020,Mao et al. 2007a
Chiroptera,Vespertilionidae,Murina,hilgendorfi,Murina_hilgendorfi,44,44,,XY,,Animal Karyotype Book 2020,Kulemzina et al. 2011b
Chiroptera,Vespertilionidae,Myotis,altarium,Myotis_altarium,44,44,,XY,,Animal Karyotype Book 2020,Ao et al.2006
Chiroptera,Vespertilionidae,Myotis,dasycneme,Myotis_dasycneme,44,44,,XY,,Animal Karyotype Book 2020,Kulemzina et al. 2011b
Chiroptera,Vespertilionidae,Pipistrellus,pulveratus,Pipistrellus_pulveratus,44,44,,XY,,Animal Karyotype Book 2020,Ao et al.2006
Chiroptera,Miniopteridae,Miniopterus,fuliginosus,Miniopterus_fuliginosus,46,46,,XY,,Animal Karyotype Book 2020,Ao et al.2006
Chiroptera,Molossidae,Tadarida,teniotis,Tadarida_teniotis,48,48,,XY,,Animal Karyotype Book 2020,Mao et al. 2008
Chiroptera,Molossidae,Chaerephon,plicatus,Chaerephon_plicatus,48,48,,XY,,Animal Karyotype Book 2020,Mao et al. 2007b
Chiroptera,Rhinolophidae,Rhinolophus,formosae,Rhinolophus_formosae,52,52,,XY,,Animal Karyotype Book 2020,Volleth et al. 2017
Chiroptera,Rhinolophidae,Rhinolophus,ferrumequinum tragatus,Rhinolophus_ferrumequinum tragatus,56,56,,XY,,Animal Karyotype Book 2020,Mao et al. 2007a
Chiroptera,Rhinolophidae,Rhinolophus,hipposideros,Rhinolophus_hipposideros,56,56,,XY,,Animal Karyotype Book 2020,Volleth et al. 2013
Chiroptera,Rhinolophidae,Rhinolophus,pusillus,Rhinolophus_pusillus,62,62,,XY,,Animal Karyotype Book 2020,Mao et al. 2007a
Cingulata,Chlamyphoridae,Euphractus,sexcinctus flavimanus,Euphractus_sexcinctus flavimanus,58,58,,XY,,Animal Karyotype Book 2020,Jorge et al. 1977
Eulipotyphla,Soricidae,Crocidura,watasei,Crocidura_watasei,26,26,,XY,,Animal Karyotype Book 2020,Harada et al. 1985
Eulipotyphla,Soricidae,Crocidura,leucodon sp. 1,Crocidura_leucodon sp. 1,28,28,,XY,,Animal Karyotype Book 2020,Graphodatsky et al. 1987
Eulipotyphla,Soricidae,Crocidura,leucodon sp. 2,Crocidura_leucodon sp. 2,28,28,,XY,,Animal Karyotype Book 2020,Vogel and Sofianidou 1996
Eulipotyphla,Erinaceidae,Neohylomys,hainanensis,Neohylomys_hainanensis,32,32,,XY,,Animal Karyotype Book 2020,Li et al. 2008
Eulipotyphla,Erinaceidae,Neotetracus,sinensis,Neotetracus_sinensis,32,32,,XY,,Animal Karyotype Book 2020,Ye et al. 2006
Eulipotyphla,Talpidae,Mogera,insularis,Mogera_insularis,32,32,,XY,,Animal Karyotype Book 2020,Kawada et al. 2007
Eulipotyphla,Talpidae,Mogera,kanoana,Mogera_kanoana,32,32,,XY,,Animal Karyotype Book 2020,Kawada et al. 2007
Eulipotyphla,Talpidae,Dymecodon,pilirostris,Dymecodon_pilirostris,34,34,,XY,,Animal Karyotype Book 2020,Kawada and Obara 1999
Eulipotyphla,Talpidae,Urotrichus,talpoides,Urotrichus_talpoides,34,34,,XY,,Animal Karyotype Book 2020,Kawada and Obara 1999
Eulipotyphla,Talpidae,Parascaptor,leucura,Parascaptor_leucura,34,34,,XY,,Animal Karyotype Book 2020,Kawada et al. 2016
Eulipotyphla,Talpidae,Scaptonyx,fusicaudus,Scaptonyx_fusicaudus,34,34,,XY,,Animal Karyotype Book 2020,Kawada et al. 2008
Eulipotyphla,Talpidae,Neurotrichus,gibbsii,Neurotrichus_gibbsii,34,34,,XY,,Animal Karyotype Book 2020,Kawada et al. 2008
Eulipotyphla,Talpidae,Scapanulus,oweni,Scapanulus_oweni,34,34,,XY,,Animal Karyotype Book 2020,He et al. 2012
Eulipotyphla,Soricidae,Crocidura,tarfayensis,Crocidura_tarfayensis,36,36,,XY,,Animal Karyotype Book 2020,Vogel et al. 2006
Eulipotyphla,Soricidae,Crocidura,sicula,Crocidura_sicula,36,36,,XY,,Animal Karyotype Book 2020,Vogel et al. 2006
Eulipotyphla,Soricidae,Crocidura,canariensis,Crocidura_canariensis,36,36,,XY,,Animal Karyotype Book 2020,Vogel et al. 2006
Eulipotyphla,Soricidae,Crocidura,glassi,Crocidura_glassi,36,36,,XY,,Animal Karyotype Book 2020,Aniskin (Unpublished)
Eulipotyphla,Soricidae,Crocidura,muricauda,Crocidura_muricauda,36,36,,XY,,Animal Karyotype Book 2020,Aniskin (Unpublished)
Eulipotyphla,Talpidae,Euroscaptor,klossi,Euroscaptor_klossi,36,36,,XY,,Animal Karyotype Book 2020,Kawada et al. 2006
Eulipotyphla,Soricidae,Crocidura,obscurior,Crocidura_obscurior,38,38,,XY,,Animal Karyotype Book 2020,Aniskin (Unpublished)
Eulipotyphla,Soricidae,Blarinella,griselda,Blarinella_griselda,44,44,,XY,,Animal Karyotype Book 2020,Ye et al. 2006
Eulipotyphla,Soricidae,Crocidura,crossei,Crocidura_crossei,44,44,,XY,,Animal Karyotype Book 2020,Aniskin (Unpublished)
Eulipotyphla,Erinaceidae,Hylomys,suillus,Hylomys_suillus,48,48,,XY,,Animal Karyotype Book 2020,Pavlova (Unpublished)
Eulipotyphla,Soricidae,Crocidura,olivieri,Crocidura_olivieri,50,50,,XY,,Animal Karyotype Book 2020,Aniskin (Unpublished)
Eulipotyphla,Soricidae,Sorex,araneus,Sorex_araneus,20-33,20-33,,complex XY,XY1Y2,Animal Karyotype Book 2020,"Dixhens et al. 1998, Ye et al. 2006, Biltueva et al. 2011"
Eulipotyphla,Soricidae,Sorex,coronatus,Sorex_coronatus,22-23,22-23,,complex XY,XY1Y2,Animal Karyotype Book 2020,Biltueva et al. 2011
Eulipotyphla,Soricidae,Sorex,tundrensis,Sorex_tundrensis,30-35,30-35,,,,Animal Karyotype Book 2020,Biltueva et al. 2011
Eulipotyphla,Soricidae,Sorex,granarius,Sorex_granarius,36-37,36-37,,complex XY,XY1Y2,Animal Karyotype Book 2020,"Biltueva et al. 2011, Biltueva and Vorobieva 2012"
Lagomorpha,Leporidae,Lepus,timidus,Lepus_timidus,48,48,,XY,,Animal Karyotype Book 2020,Beklemisheva et al. 2011
Lagomorpha,Leporidae,Lepus,mandshuricus,Lepus_mandshuricus,48,48,,XY,,Animal Karyotype Book 2020,Beklemisheva and Kartavtseva (Unpublished)
Lagomorpha,Leporidae,Lepus,tolai,Lepus_tolai,48,48,,XY,,Animal Karyotype Book 2020,Beklemisheva and Romanenko (Unpublished)
Lagomorpha,Ochotonidae,Ochotona,forresti,Ochotona_forresti,54,54,,XY,,Animal Karyotype Book 2020,Ye et al. 2011
Macroscelidea,Macroscelididae,Elephantus,rupestris,Elephantus_rupestris,26,26,,XY,,Animal Karyotype Book 2020,Robinson et al. 2004
Perissodactyla,Equidae,Equus,zebra hartmannae,Equus_zebra hartmannae,32,32,,XY,,Animal Karyotype Book 2020,Yang et al. 2003b
Perissodactyla,Equidae,Equus,kiang,Equus_kiang,52,52,,XY,,Animal Karyotype Book 2020,Musilova et al. 2009
Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,Dicerorhinus_sumatrensis,82,82,,XY,,Animal Karyotype Book 2020,Houck (Unpublished)
Perissodactyla,Equidae,Equus,burchelli boehmi,Equus_burchelli boehmi,44-45,44-45,,XY,,Animal Karyotype Book 2020,CRES San Diego (Unpublished)
Pholidota,Manidae,Manis,pentadactyla,Manis_pentadactyla,40,40,,XY,,Animal Karyotype Book 2020,Nie et al. 2009
Pilosa,Bradypodidae,Bradypus,torquatus,Bradypus_torquatus,50,50,,XY,,Animal Karyotype Book 2020,Azevedo et al. 2012
Pilosa,Bradypodidae,Bradypus,variegatus,Bradypus_variegatus,54,54,,XY,,Animal Karyotype Book 2020,Azevedo et al. 2012
Primates,Pitheciidae,Callicebus,lugens,Callicebus_lugens,16,16,,XY,,Animal Karyotype Book 2020,Bonvicino et al. 2003
Primates,Pitheciidae,Callicebus,torquatus,Callicebus_torquatus,22,22,,XY,,Animal Karyotype Book 2020,Barros et al. 2000
Primates,Atelidae,Ateles,belzebuth marginatus,Ateles_belzebuth marginatus,34,34,,XY,,Animal Karyotype Book 2020,de Oliveira et al. 2005
Primates,Atelidae,Ateles,paniscus,Ateles_paniscus,34,34,,XY,,Animal Karyotype Book 2020,Pieczarka et al. 1989
Primates,Hylobatidae,Hoolock,hoolock,Hoolock_hoolock,38,38,,XY,,Animal Karyotype Book 2020,Nie et al. 2001
Primates,Hylobatidae,Hoolock,leuconedys,Hoolock_leuconedys,38,38,,XY,,Animal Karyotype Book 2020,Capozzi et al. 2012
Primates,Cercopithecidae,Macaca,sylvanus,Macaca_sylvanus,42,42,,XY,,Animal Karyotype Book 2020,Stanyon et al. (Unpublished)
Primates,Cercopithecidae,Macaca,nigra,Macaca_nigra,42,42,,XY,,Animal Karyotype Book 2020,Stanyon et al. (Unpublished)
Primates,Cercopithecidae,Papio,anubis,Papio_anubis,42,42,,XY,,Animal Karyotype Book 2020,Bigoni and Stanyon (Unpublished)
Primates,Cercopithecidae,Theropithecus,gelada,Theropithecus_gelada,42,42,,XY,,Animal Karyotype Book 2020,M. Houck (Unpublished)
Primates,Pitheciidae,Callicebus,nigrifrons,Callicebus_nigrifrons,42,42,,XY,,Animal Karyotype Book 2020,Nagamachi et al. 2003
Primates,Atelidae,Alouatta,arctoidea,Alouatta_arctoidea,44,44,,complex XY,X1X2Y1Y2,Animal Karyotype Book 2020,Stanyon et al. 2011
Primates,Cercopithecidae,Colobus,angolensis palliatus,Colobus_angolensis palliatus,44,44,,XY,,Animal Karyotype Book 2020,M. Houck (Unpublished)
Primates,Cercopithecidae,Semnopithecus,entellus,Semnopithecus_entellus,44,44,,XY,,Animal Karyotype Book 2020,Stanyon (Unpublished)
Primates,Lemuridae,Eulemur,macaco,Eulemur_macaco,44,44,,XY,,Animal Karyotype Book 2020,Muller et al. 2004
Primates,Pitheciidae,Callicebus,personatus,Callicebus_personatus,44,44,,XY,,Animal Karyotype Book 2020,Rofdrigues et al. 2011
Primates,Pitheciidae,Callicebus,coimbrai,Callicebus_coimbrai,44,44,,XY,,Animal Karyotype Book 2020,Rodrigues et al. 2006
Primates,Atelidae,Alouatta,fusca clamitans,Alouatta_fusca clamitans,46,45,,complex XY,X1X2X3Y1Y2,Animal Karyotype Book 2020,de Oliveira et al. 2002
Primates,Atelidae,Alouatta,seniculus macconnelli,Alouatta_seniculus macconnelli,46,46,,complex XY,X1X2Y1Y2,Animal Karyotype Book 2020,de Oliveira et al. 2002
Primates,Callitrichidae,Callithrix,geoffroyi,Callithrix_geoffroyi,46,46,,XY,,Animal Karyotype Book 2020,Nagamachi et al. 1997b
Primates,Pitheciidae,Cacajao,calvus rubicundus,Cacajao_calvus rubicundus,46,46,,XY,,Animal Karyotype Book 2020,Finotelo et al. 2010
Primates,Hominidae,Pongo,abelii,Pongo_abelii,48,48,,XY,,Animal Karyotype Book 2020,Jauch et al. 1992
Primates,Pitheciidae,Pithecia,irrorata,Pithecia_irrorata,48,48,,XY,,Animal Karyotype Book 2020,Finotelo et al. 2010
Primates,Atelidae,Alouatta,sara,Alouatta_sara,50,50,,complex XY,X1X2Y1Y2,Animal Karyotype Book 2020,Consigliere et al. 1996
Primates,Atelidae,Alouatta,guariba,Alouatta_guariba,50,50,,complex XY,X1X2Y1Y2,Animal Karyotype Book 2020,Stanyon et al. 2011
Primates,Hylobatidae,Symphalangus,syndactylus,Symphalangus_syndactylus,50,50,,XY,,Animal Karyotype Book 2020,Muller et al. 2003
Primates,Pitheciidae,Callicebus,donacophilus pallescens,Callicebus_donacophilus pallescens,50,50,,XY,,Animal Karyotype Book 2020,Barros et al. 2003
Primates,Pitheciidae,Callicebus,hoffmannsi,Callicebus_hoffmannsi,50,50,,XY,,Animal Karyotype Book 2020,J.C. Pieczarka (Unpublished)
Primates,Hylobatidae,Nomascus,concolor,Nomascus_concolor,52,52,,XY,,Animal Karyotype Book 2020,Muller et al. 2003
