Order,Family,Genus,species,tree.name,female2n,male2n,B chromosomes,sex.chromosome.system,"notes, comments",Source,Study
Chiroptera,Molossidae,Eumops,glaucinus,Eumops_glaucinus,40,40,,XY,,Animal Karyotype Book,Morielle-Versute et al. 1996
Chiroptera,Phyllostomidae,Micronycteris,megalotis,Micronycteris_megalotis,40,40,,XY,,Animal Karyotype Book,Baker et al. 1979
Chiroptera,Pteropodidae,Pteropus,lylei,Pteropus_lylei,40,40,,XY,,Animal Karyotype Book,Hood et al. 1988
Chiroptera,Emballonuridae,Taphozous,melanopogon,Taphozous_melanopogon,42,42,,XY,,Animal Karyotype Book,Sreepada et al. 1995
Chiroptera,Emballonuridae,Taphozous,nudiventris,Taphozous_nudiventris,42,42,,XY,,Animal Karyotype Book,Sreepada et al. 1995
Chiroptera,Rhinopomatidae,Rhinopoma,microphyllum,Rhinopoma_microphyllum,42,42,,XY,,Animal Karyotype Book,Qumsiyeh 1988
Chiroptera,Vespertilionidae,Pipistrellus,eisentrauti,Pipistrellus_eisentrauti,42,42,,XY,,Animal Karyotype Book,Volleth et al. 2001
Chiroptera,Vespertilionidae,Pipistrellus,kuhli,Pipistrellus_kuhli,42,42,,XY,,Animal Karyotype Book,Volleth et al. 2001
Chiroptera,Emballonuridae,Taphozous,saccolaimus,Taphozous_saccolaimus,44,44,,XY,,Animal Karyotype Book,Sreepada et al. 1995
Chiroptera,Vespertilionidae,Chalinolobus,morio,Chalinolobus_morio,44,44,,XY,,Animal Karyotype Book,Volleth and Tidemann 1989
Chiroptera,Vespertilionidae,Murina,cyclotis,Murina_cyclotis,44,44,,XY,,Animal Karyotype Book,Rickart et al. 1999
Chiroptera,Vespertilionidae,Myotis,keenii,Myotis_keenii,44,44,,XY,,Animal Karyotype Book,Bickham 1979
Chiroptera,Vespertilionidae,Myotis,mystacinus,Myotis_mystacinus,44,44,,XY,,Animal Karyotype Book,Bickham 1979
Chiroptera,Vespertilionidae,Myotis,nigricans,Myotis_nigricans,44,44,,XY,,Animal Karyotype Book,Bickham 1979
Chiroptera,Vespertilionidae,Myotis,sodalis,Myotis_sodalis,44,44,,XY,,Animal Karyotype Book,Bickham 1979
Chiroptera,Vespertilionidae,Myotis,thysanodes,Myotis_thysanodes,44,44,,XY,,Animal Karyotype Book,Bickham 1979
Chiroptera,Vespertilionidae,Nyctophilus,gouldi,Nyctophilus_gouldi,44,44,,XY,,Animal Karyotype Book,Volleth and Tidemann 1989
Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,Pipistrellus_pipistrellus,44,44,,XY,,Animal Karyotype Book,Volleth 1987
Chiroptera,Vespertilionidae,Pipistrellus,sagittula,Pipistrellus_sagittula,44,44,,XY,,Animal Karyotype Book,Volleth and Tidemann 1989
Chiroptera,Vespertilionidae,Pipistrellus,tasmaniensis,Pipistrellus_tasmaniensis,44,44,,XY,,Animal Karyotype Book,Volleth and Tidemann 1989
Chiroptera,Vespertilionidae,Pipistrellus,vulturnus,Pipistrellus_vulturnus,44,44,,XY,,Animal Karyotype Book,Volleth and Tidemann 1989
Chiroptera,Phyllostomidae,Macrotus,waterhousii,Macrotus_waterhousii,46,46,,XY,,Animal Karyotype Book,Baker et al. 1979
Chiroptera,Vespertilionidae,Tylonycteris,robustula,Tylonycteris_robustula,46,46,,XY,,Animal Karyotype Book,Volleth et al. 2001
Chiroptera,Molossidae,Eumops,perotis,Eumops_perotis,48,48,,XY,,Animal Karyotype Book,Morielle-Versute et al. 1996
Chiroptera,Molossidae,Molossops,temminckii,Molossops_temminckii,48,48,,XY,,Animal Karyotype Book,Morielle-Versute et al. 1996
Chiroptera,Molossidae,Molossus,molossus,Molossus_molossus,48,48,,XY,,Animal Karyotype Book,Morielle-Versute et al. 1996
Chiroptera,Molossidae,Molossus,rufus,Molossus_rufus,48,48,,XY,,Animal Karyotype Book,Morielle-Versute et al. 1996
Chiroptera,Molossidae,Nyctinomops,laticaudatus,Nyctinomops_laticaudatus,48,48,,XY,,Animal Karyotype Book,Morielle-Versute et al. 1996
Chiroptera,Pteropodidae,Otopteropus,cartilagonodus,Otopteropus_cartilagonodus,48,48,,XY,,Animal Karyotype Book,Rickart et al. 1999
Chiroptera,Vespertilionidae,Eptesicus,bottae,Eptesicus_bottae,50,50,,XY,,Animal Karyotype Book,Volleth et al. 2001
Chiroptera,Megadermatidae,Megaderma,lyra,Megaderma_lyra,54,54,,XY,,Animal Karyotype Book,Choudhury and Mohanty 1993
Chiroptera,Rhinolophidae,Rhinolophus,ferrumequinum,Rhinolophus_ferrumequinum,56,56,,XY,,Animal Karyotype Book,Teeling and Stanyon (Unpublished)
Chiroptera,Rhinolophidae,Rhinolophus,rouxi,Rhinolophus_rouxi,56,56,,XY,,Animal Karyotype Book,Zima et al. 1992
Cingulata,Chlamyphoridae,Tolypeutes,matacus,Tolypeutes_matacus,38,38,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished)
Cingulata,Chlamyphoridae,Cabassous,tatouay,Cabassous_tatouay,50,50,,XY,,Animal Karyotype Book,Benirschke 1969
Cingulata,Chlamyphoridae,Euphractus,sexcinctus,Euphractus_sexcinctus,58,58,,XY,,Animal Karyotype Book,Jorge et al. 1977
Cingulata,Chlamyphoridae,Zaedyus,pichiy,Zaedyus_pichiy,62,62,,XY,,Animal Karyotype Book,Jorge et al. 1977
Cingulata,Dasypodidae,Dasypus,hybridus,Dasypus_hybridus,64,64,,XY,,Animal Karyotype Book,Jorge et al. 1977
Cingulata,Dasypodidae,Dasypus,septemcinctus,Dasypus_septemcinctus,64,64,,XY,,Animal Karyotype Book,Barroso and Seuanez 1991
Dasyuromorphia,Dasyuridae,Antechinomys,laniger,Antechinomys_laniger,14,14,,XY,,Animal Karyotype Book,Rofe 1979
Dasyuromorphia,Dasyuridae,Antechinus,flavipes,Antechinus_flavipes,14,14,,XY,,Animal Karyotype Book,Rofe 1979
Dasyuromorphia,Dasyuridae,Dasyuroides,byrnei,Dasyuroides_byrnei,14,14,,XY,,Animal Karyotype Book,Rofe 1979
Dasyuromorphia,Dasyuridae,Dasyurus,hallucatus,Dasyurus_hallucatus,14,14,,XY,,Animal Karyotype Book,Rofe 1979
Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,Dasyurus_maculatus,14,14,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished)
Dasyuromorphia,Dasyuridae,Dasyurus,viverrinus,Dasyurus_viverrinus,14,14,,XY,,Animal Karyotype Book,Rofe 1979
Dasyuromorphia,Dasyuridae,Ningaui,sp.,Ningaui_sp.,14,14,,XY,,Animal Karyotype Book,Rofe 1979
Dasyuromorphia,Dasyuridae,Planigale,maculata,Planigale_maculata,14,14,,XY,,Animal Karyotype Book,Rofe 1979
Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,Sarcophilus_harrisii,14,14,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished)
Dermoptera,Cynocephalidae,Cynocephalus,volans,Cynocephalus_volans,38,38,,XY,,Animal Karyotype Book,Rickart 2003
Didelphimorphia,Didelphidae,Caluromys,lanatus,Caluromys_lanatus,14,14,,XY,,Animal Karyotype Book,Casartelli et al. 1986
Didelphimorphia,Didelphidae,Marmosa,sp.,Marmosa_sp.,14,14,,XY,,Animal Karyotype Book,Aniskin 1994a
Didelphimorphia,Didelphidae,Marmosops,incanus,Marmosops_incanus,14,14,,XY,,Animal Karyotype Book,Svartman 1998
Didelphimorphia,Didelphidae,Metachirus,nudicaudatus,Metachirus_nudicaudatus,14,14,,XY,,Animal Karyotype Book,Aniskin et al. 1991
Didelphimorphia,Didelphidae,Micoureus,demerarae,Micoureus_demerarae,14,14,,XY,,Animal Karyotype Book,Svartman 1998
Didelphimorphia,Didelphidae,Thylamys,elegans,Thylamys_elegans,14,14,,XY,,Animal Karyotype Book,Shchipanov et al. 1996
Didelphimorphia,Didelphidae,Monodelphis,domestica,Monodelphis_domestica,18,18,,XY,,Animal Karyotype Book,Graphodatsky et al. (Unpublished)
Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis_virginiana,22,22,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished)
Diprodontia,Macropodidae,Wallabia,bicolor,Wallabia_bicolor,10,11,,complex XY,XY1Y2,Animal Karyotype Book,Rofe 1979
Diprodontia,Potoroidae,Potorous,tridactylus,Potorous_tridactylus,12,12,,XY,,Animal Karyotype Book,Graphodatsky et al. (Unpublished)
Diprodontia,Acrobatidae,Acrobates,pygmaeus,Acrobates_pygmaeus,14,14,,XY,,Animal Karyotype Book,Rofe 1979
Diprodontia,Burramyidae,Cercartetus,concinnus,Cercartetus_concinnus,14,14,,XY,,Animal Karyotype Book,Rofe 1979
Diprodontia,Vombatidae,Lasiorhinus,latifrons,Lasiorhinus_latifrons,14,14,,XY,,Animal Karyotype Book,Rofe 1979
Diprodontia,Vombatidae,Vombatus,ursinus,Vombatus_ursinus,14,14,,XY,,Animal Karyotype Book,Rofe 1979
Diprodontia,Macropodidae,Macropus,eugenii,Macropus_eugenii,16,16,,XY,,Animal Karyotype Book,Rofe 1979
Diprodontia,Macropodidae,Macropus,fuliginosus,Macropus_fuliginosus,16,16,,XY,,Animal Karyotype Book,Rofe 1979
Diprodontia,Macropodidae,Macropus,giganteus,Macropus_giganteus,16,16,,XY,,Animal Karyotype Book,Rofe 1979
Diprodontia,Macropodidae,Macropus,parma,Macropus_parma,16,16,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished)
Diprodontia,Macropodidae,Macropus,parryi,Macropus_parryi,16,16,,XY,,Animal Karyotype Book,Rofe 1979
Diprodontia,Macropodidae,Macropus,robustus,Macropus_robustus,16,16,,XY,,Animal Karyotype Book,Rofe 1979
Diprodontia,Macropodidae,Macropus,rufogriseus,Macropus_rufogriseus,16,16,,XY,,Animal Karyotype Book,Rofe 1979
Diprodontia,Macropodidae,Petrogale,concinna,Petrogale_concinna,16,16,,XY,,Animal Karyotype Book,Eldridge et al. 1992a
Diprodontia,Phascolarctidae,Phascolarctos,cinereus,Phascolarctos_cinereus,16,16,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished)
Diprodontia,Pseudocheiridae,Petropseudes,dahli,Petropseudes_dahli,16,16,,XY,,Animal Karyotype Book,Murray et al. 1980
Diprodontia,Macropodidae,Petrogale,brachyotis,Petrogale_brachyotis,20,20,,XY,,Animal Karyotype Book,Eldridge et al. 1992a
Diprodontia,Phalangeridae,Trichosurus,vulpecula,Trichosurus_vulpecula,20,20,,XY,,Animal Karyotype Book,Rofe 1979
Diprodontia,Pseudocheiridae,Hemibelideus,lemuroides,Hemibelideus_lemuroides,20,20,,XY,,Animal Karyotype Book,McQuade 1984
Diprodontia,Pseudocheiridae,Pseudocheirus,peregrinus cookii,Pseudocheirus_peregrinus cookii,20,20,,XY,,Animal Karyotype Book,Murray et al. 1980
Diprodontia,Pseudocheiridae,Pseudocheirus,peregrinus puicher,Pseudocheirus_peregrinus puicher,20,20,,XY,,Animal Karyotype Book,Murray et al. 1980
Diprodontia,Pseudocheiridae,Pseudocheirus,peregrinus rubidus,Pseudocheirus_peregrinus rubidus,20,20,,XY,,Animal Karyotype Book,Murray et al. 1980
Diprodontia,Petauridae,Petaurus,norfolcensis,Petaurus_norfolcensis,21,21,,XY,,Animal Karyotype Book,Rofe 1979
Diprodontia,Macropodidae,Petrogale,lateralis lateralis,Petrogale_lateralis lateralis,22,22,,XY,,Animal Karyotype Book,Eldridge et al. 1992a
Diprodontia,Macropodidae,Petrogale,penicillata,Petrogale_penicillata,22,22,,XY,,Animal Karyotype Book,Rofe 1979
Diprodontia,Macropodidae,Petrogale,xanthopus celeris,Petrogale_xanthopus celeris,22,22,,XY,,Animal Karyotype Book,Eldridge et al. 1992a
Diprodontia,Macropodidae,Petrogale,xanthopus xanthopus,Petrogale_xanthopus xanthopus,22,22,,XY,,Animal Karyotype Book,Eldridge et al. 1992a
Diprodontia,Macropodidae,Thylogale,billardierii,Thylogale_billardierii,22,22,,XY,,Animal Karyotype Book,Rofe 1979
Diprodontia,Macropodidae,Thylogale,thetis,Thylogale_thetis,22,22,,XY,,Animal Karyotype Book,Eldridge et al. 1992a
Diprodontia,Tarsipedidae,Tarsipes,rostratus,Tarsipes_rostratus,24,24,,XY,,Animal Karyotype Book,Hayman 1990
Eulipotyphla,Soricidae,Blarina,hylophaga,Blarina_hylophaga,19,19,,complex XY,XY1Y2,Animal Karyotype Book,George et al. 1982
Eulipotyphla,Soricidae,Sorex,araneus,Sorex_araneus,21,21,,complex XY,XY1Y2,Animal Karyotype Book,Serov et al. 1998
Eulipotyphla,Soricidae,Crocidura,pergrisea,Crocidura_pergrisea,22,22,,XY,,Animal Karyotype Book,Graphodatsky et al. 1987
Eulipotyphla,Soricidae,Crocidura,horsfieldii watasei,Crocidura_horsfieldii watasei,26,26,,XY,,Animal Karyotype Book,Perelman and Graphodatsky (Unpublished)
Eulipotyphla,Soricidae,Sorex,tundrensis,Sorex_tundrensis,30,30,,XY,,Animal Karyotype Book,Aniskin and Volobouev 1980
Eulipotyphla,Solenodontidae,Solenodon,paradoxus,Solenodon_paradoxus,34,34,,XY,,Animal Karyotype Book,Benirschke 1969
Eulipotyphla,Talpidae,Parascalops,breweri,Parascalops_breweri,34,34,,XY,,Animal Karyotype Book,Benirschke 1969
Eulipotyphla,Talpidae,Talpa,altaica,Talpa_altaica,34,34,,XY,,Animal Karyotype Book,Biltueva and Vorobieva 2012
Eulipotyphla,Talpidae,Talpa,europaea europaea,Talpa_europaea europaea,34,34,,XY,,Animal Karyotype Book,Benirschke 1969
Eulipotyphla,Soricidae,Sorex,granarius,Sorex_granarius,36,36,,XY,,Animal Karyotype Book,Perelman et al. (Unpublished)
Eulipotyphla,Soricidae,Sorex,raddei,Sorex_raddei,36,36,,XY,,Animal Karyotype Book,Biltueva et al. 2011
Eulipotyphla,Soricidae,Blarina,carolinensis,Blarina_carolinensis,37,37,,XY,,Animal Karyotype Book,George et al. 1982
Eulipotyphla,Erinaceidae,Podogymnura,truei,Podogymnura_truei,40,40,,XY,,Animal Karyotype Book,Rickart 2003
Eulipotyphla,Soricidae,Crocidura,dsinezumi,Crocidura_dsinezumi,40,40,,XY,,Animal Karyotype Book,Biltueva et al. 1999
Eulipotyphla,Soricidae,Crocidura,sibirica,Crocidura_sibirica,40,40,,XY,,Animal Karyotype Book,Graphodatsky et al. 1987
Eulipotyphla,Soricidae,Crocidura,suaveolens,Crocidura_suaveolens,40,40,,XY,,Animal Karyotype Book,Graphodatsky et al. 1987
Eulipotyphla,Soricidae,Suncus,murinus,Suncus_murinus,40,40,,XY,,Animal Karyotype Book,Perelman et al. (Unpublished)
Eulipotyphla,Soricidae,Sorex,caecutiens,Sorex_caecutiens,42,42,,XY,,Animal Karyotype Book,Biltueva et al. 2011
Eulipotyphla,Soricidae,Sorex,minutus,Sorex_minutus,42,42,,XY,,Animal Karyotype Book,Biltueva et al. 2011
Eulipotyphla,Soricidae,Blarina,carolinensis,Blarina_carolinensis,46,46,,XY,,Animal Karyotype Book,George et al. 1982
Eulipotyphla,Erinaceidae,Erinaceus,amurensis,Erinaceus_amurensis,48,48,,XY,,Animal Karyotype Book,Radjabli and Graphodatsky (Unpublished)
Eulipotyphla,Erinaceidae,Erinaceus,concolor,Erinaceus_concolor,48,48,,XY,,Animal Karyotype Book,Sokolov et al. 1991
Eulipotyphla,Erinaceidae,Erinaceus,europaeus,Erinaceus_europaeus,48,48,,XY,,Animal Karyotype Book,Radjabli and Graphodatsky (Unpublished)
Eulipotyphla,Erinaceidae,Hemiechinus,auritus,Hemiechinus_auritus,48,48,,XY,,Animal Karyotype Book,Yang et al. 2006
Eulipotyphla,Erinaceidae,Hemiechinus,dauricus,Hemiechinus_dauricus,48,48,,XY,,Animal Karyotype Book,Radjabli and Graphodatsky (Unpublished)
Eulipotyphla,Erinaceidae,Paraechinus,hypomelas,Paraechinus_hypomelas,48,48,,XY,,Animal Karyotype Book,Radjabli and Graphodatsky (Unpublished)
Eulipotyphla,Soricidae,Blarina,carlinensis peninsulae,Blarina_carlinensis peninsulae,50,50,,XY,,Animal Karyotype Book,George et al. 1982
Eulipotyphla,Soricidae,Neomys,fodiens,Neomys_fodiens,52,52,,XY,,Animal Karyotype Book,Perelman and Graphodatsky (Unpublished)
Hyracoidea,Procaviidae,Procavia,capensis,Procavia_capensis,54,54,,XY,,Animal Karyotype Book,Pardini et al. 2007
Lagomorpha,Leporidae,Sylvilagus,aquaticus,Sylvilagus_aquaticus,38,38,,XY,,Animal Karyotype Book,Robinson et al. 1983
Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus_palustris,38,38,,XY,,Animal Karyotype Book,Robinson et al. 1983
Lagomorpha,Ochotonidae,Ochotona,hyperborea,Ochotona_hyperborea,40,40,,XY,,Animal Karyotype Book,Perelman and Graphodatsky (Unpublished)
Lagomorpha,Leporidae,Pronolagus,rupestris,Pronolagus_rupestris,42,42,,XY,,Animal Karyotype Book,Robinson et al. 2002
Lagomorpha,Leporidae,Sylvilagus,audubonii,Sylvilagus_audubonii,42,42,,XY,,Animal Karyotype Book,Robinson et al. 1984
Lagomorpha,Leporidae,Sylvilagus,floridanus,Sylvilagus_floridanus,42,42,,XY,,Animal Karyotype Book,Robinson et al. 1983
Lagomorpha,Leporidae,Sylvilagus,nuttallii,Sylvilagus_nuttallii,42,42,,XY,,Animal Karyotype Book,Robinson et al. 1984
Lagomorpha,Leporidae,Brachylagus,idahoensis,Brachylagus_idahoensis,44,44,,XY,,Animal Karyotype Book,Robinson et al. 2002
Lagomorpha,Leporidae,Bunolagus,monticularis,Bunolagus_monticularis,44,44,,XY,,Animal Karyotype Book,Robinson et al. 2002
Lagomorpha,Leporidae,Sylvilagus,transitionalis,Sylvilagus_transitionalis,46,46,,XY,,Animal Karyotype Book,Robinson et al. 1983
Lagomorpha,Leporidae,Lepus,californicus,Lepus_californicus,48,48,,XY,,Animal Karyotype Book,Robinson et al. 2002
Lagomorpha,Leporidae,Lepus,saxatilis,Lepus_saxatilis,48,48,,XY,,Animal Karyotype Book,Robinson 1980
Lagomorpha,Ochotonidae,Ochotona,princeps,Ochotona_princeps,68,68,,XY,,Animal Karyotype Book,Stock 1976
Macroscelidea,Macroscelididae,Macroscelides,proboscideus,Macroscelides_proboscideus,26,26,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished)
Macroscelidea,Tenrecidae,Microgale,dobsoni,Microgale_dobsoni,30,30,,XY,,Animal Karyotype Book,Benirschke 1969
Macroscelidea,Tenrecidae,Hemicentetes,nigriceps,Hemicentetes_nigriceps,38,38,,XY,,Animal Karyotype Book,Benirschke 1969
Microbiotheria,Microbiotheriidae,Dromiciops,australis,Dromiciops_australis,14,13,,XO,,Animal Karyotype Book,Gallardo and Patterson (1987)
Monotremata,Tachyglossidae,Zaglossus,bruijni,Zaglossus_bruijni,64,63,,complex XY,X1X2X3X4X5Y1Y2Y3Y4O,Animal Karyotype Book,Graves et al. (Unpublished)
Notoryctemorphia,Notoryctidae,Notoryctes,typhlops,Notoryctes_typhlops,20,20,,XY,,Animal Karyotype Book,Calaby et al. 1974
Paucituberculata,Caenolestidae,Rhyncholestes,raphanurus,Rhyncholestes_raphanurus,14,14,,XY,,Animal Karyotype Book,Gallardo and Patterson (1987)
Peramelemorphia,Peramelidae,Isoodon,obesulus,Isoodon_obesulus,14,14,,XY,,Animal Karyotype Book,Rofe 1979
Peramelemorphia,Thylacomyidae,Macrotis,lagotis,Macrotis_lagotis,18,19,,complex XY,XY1Y2,Animal Karyotype Book,Martin and Hayman 1967
Perissodactyla,Equidae,Equus,burchelli,Equus_burchelli,44,44,,XY,,Animal Karyotype Book,Trifonov et al. 2008
Perissodactyla,Tapiridae,Tapirus,indicus,Tapirus_indicus,52,52,,XY,,Animal Karyotype Book,Houck et al. 2000
Perissodactyla,Equidae,Equus,prewalskii,Equus_prewalskii,66,66,,XY,,Animal Karyotype Book,Yang et al. 2003b
Perissodactyla,Tapiridae,Tapirus,pinchaque,Tapirus_pinchaque,76,76,,XY,,Animal Karyotype Book,Houck et al. 2000
Perissodactyla,Tapiridae,Tapirus,bairdii,Tapirus_bairdii,80,80,,XY,,Animal Karyotype Book,Houck et al. 2000
Perissodactyla,Rhinocerotidae,Ceratotherium,simum simum,Ceratotherium_simum simum,82,82,,XY,,Animal Karyotype Book,Houck et al. 1994
Perissodactyla,Rhinocerotidae,Diceros,bicornis,Diceros_bicornis,84,84,,XY,,Animal Karyotype Book,Houck et al. 1995
Perissodactyla,Equidae,Equus,quagga boehmi,Equus_quagga boehmi,44-45,44-45,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished)
Perissodactyla,Equidae,Equus,hemionus kulan,Equus_hemionus kulan,54-55,54-55,,XY,,Animal Karyotype Book,Musilova et al. 2009
Perissodactyla,Equidae,Equus,hemionus onager,Equus_hemionus onager,55-56,55-56,,XY,,Animal Karyotype Book,Trifonov et al. 2008
Perissodactyla,Equidae,Equus,asinus somaliensis,Equus_asinus somaliensis,62-64,62-64,,XY,,Animal Karyotype Book,Houck et al. 1998
Pholidota,Manidae,Manis,javanica,Manis_javanica,38,38,,XY,,Animal Karyotype Book,Nie and Yang (Unpublished)
Pilosa,Choloepodidae,Choloepus,didactylus,Choloepus_didactylus,53,53,,XY,,Animal Karyotype Book,Nash (Unpublished)
Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,Myrmecophaga_tridactyla,60,60,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished)
Pilosa,Cyclopedidae,Cyclopes,didactylus,Cyclopes_didactylus,64,64,,XY,,Animal Karyotype Book,Jorge 2000
Primates,Lepilemuridae,Lepilemur,ruficaudatus,Lepilemur_ruficaudatus,20,20,,XY,,Animal Karyotype Book,Rumpler et al. 1985
Primates,Lepilemuridae,Lepilemur,leucopus,Lepilemur_leucopus,26,26,,XY,,Animal Karyotype Book,Rumpler et al. 1985
Primates,Daubentoniidae,Daubentonia,madagascariensis,Daubentonia_madagascariensis,30,30,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished)
Primates,Lepilemuridae,Lepilemur,septentrionalis,Lepilemur_septentrionalis,34,34,,XY,,Animal Karyotype Book,Rumpler et al. 1985
Primates,Galagidae,Galago,moholi,Galago_moholi,38,38,,XY,,Animal Karyotype Book,Stanyon et al. 2002
Primates,Cercopithecidae,Cercocebus,galeritus,Cercocebus_galeritus,42,42,,XY,,Animal Karyotype Book,Bigoni and Stanyon (Unpublished)
Primates,Cercopithecidae,Macaca,fuscata,Macaca_fuscata,42,42,,XY,,Animal Karyotype Book,Weinberg et al. 1992
Primates,Cercopithecidae,Mandrillus,sphinx,Mandrillus_sphinx,42,42,,XY,,Animal Karyotype Book,Ponsa et al. (Unpublished)
Primates,Cercopithecidae,Papio,hamadryas,Papio_hamadryas,42,42,,XY,,Animal Karyotype Book,Bigoni and Stanyon (Unpublished)
Primates,Hylobatidae,Hylobates,moloch,Hylobates_moloch,42,42,,XY,,Animal Karyotype Book,Stanyon and Chiarelli 1983
Primates,Indriidae,Propithecus,tattersalli,Propithecus_tattersalli,42,42,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished)
Primates,Pitheciidae,Callicebus,personatus nigrifrous,Callicebus_personatus nigrifrous,42,42,,XY,,Animal Karyotype Book,Nagamachi et al. 2003
Primates,Atelidae,Alouatta,seniculus,Alouatta_seniculus,44,44,,complex XY,X1X2Y1Y2,Animal Karyotype Book,Stanyon et al. 1995
Primates,Callitrichidae,Callithrix,chrysoleuca,Callithrix_chrysoleuca,44,44,,XY,,Animal Karyotype Book,Nagamachi et al. 1996
Primates,Callitrichidae,Callithrix,emiliae,Callithrix_emiliae,44,44,,XY,,Animal Karyotype Book,Nagamachi et al. 1996
Primates,Callitrichidae,Callithrix,humeralifer,Callithrix_humeralifer,44,44,,XY,,Animal Karyotype Book,Nagamachi et al. 1996
Primates,Callitrichidae,Callithrix,mauesi,Callithrix_mauesi,44,44,,XY,,Animal Karyotype Book,Nagamachi et al. 1996
Primates,Callitrichidae,Cebuella,pygmaea,Cebuella_pygmaea,44,44,,XY,,Animal Karyotype Book,Bigoni and Stanyon (Unpublished)
Primates,Cercopithecidae,Colobus,guereza,Colobus_guereza,44,44,,XY,,Animal Karyotype Book,Bigoni et al. 1997b
Primates,Cercopithecidae,Trachypithecus,cristatus,Trachypithecus_cristatus,44,44,,complex XY,XY1Y2,Animal Karyotype Book,Bigoni et al. 1997a
Primates,Cercopithecidae,Trachypithecus,obscurus,Trachypithecus_obscurus,44,44,,XY,,Animal Karyotype Book,Ponsa et al. 1983
Primates,Hylobatidae,Hylobates,lar,Hylobates_lar,44,44,,XY,,Animal Karyotype Book,Jauch et al. 1992
Primates,Lemuridae,Eulemur,macaco falvifrons,Eulemur_macaco falvifrons,44,44,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished)
Primates,Callitrichidae,Leontopithecus,chrysopygus,Leontopithecus_chrysopygus,46,46,,XY,,Animal Karyotype Book,Seuanez et al. 1988
Primates,Callitrichidae,Saguinus,imperator,Saguinus_imperator,46,46,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished)
Primates,Callitrichidae,Saguinus,midas,Saguinus_midas,46,46,,XY,,Animal Karyotype Book,Bigoni and Stanyon (Unpublished)
Primates,Pitheciidae,Callicebus,cupreus,Callicebus_cupreus,46,46,,XY,,Animal Karyotype Book,Bigoni and Stanyon (Unpublished)
Primates,Hominidae,Pongo,pygmaeus abelii,Pongo_pygmaeus abelii,48,48,,XY,,Animal Karyotype Book,Bigoni and Stanyon (Unpublished)
Primates,Indriidae,Propithecus,verreauxi coquereli,Propithecus_verreauxi coquereli,48,48,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished)
Primates,Pitheciidae,Pithecia,pithecia,Pithecia_pithecia,48,48,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished)
Primates,Atelidae,Alouatta,belzebul,Alouatta_belzebul,50,49,,XO,Y translocated to autosome,Animal Karyotype Book,Consigliere et al. .1998
Primates,Atelidae,Alouatta,caraya,Alouatta_caraya,50,50,,XY,,Animal Karyotype Book,Bigoni and Stanyon (Unpublished)
Primates,Hylobatidae,Hylobates,syndactylus,Hylobates_syndactylus,50,50,,XY,,Animal Karyotype Book,Ponsa et al. (Unpublished)
Primates,Lorisidae,Nycticebus,coucang,Nycticebus_coucang,50,50,,XY,,Animal Karyotype Book,Stanyon et al. 1987a
Primates,Lorisidae,Nycticebus,pygmaeus,Nycticebus_pygmaeus,50,50,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished)
Primates,Pitheciidae,Callicebus,pallescens,Callicebus_pallescens,50,50,,XY,,Animal Karyotype Book,Stanyon et al. 2000
Primates,Atelidae,Alouatta,sara,Alouatta_sara,52,52,,complex XY,X1X2Y1Y2,Animal Karyotype Book,Stanyon et al. 1995
Primates,Cebidae,Cebus,olivaceus,Cebus_olivaceus,52,52,,XY,,Animal Karyotype Book,Amaral et al. 2008
Primates,Aotidae,Aotus,nancymaae,Aotus_nancymaae,54,54,,XY,,Animal Karyotype Book,F. Garcia et al. 2002b
Primates,Cebidae,Cebus,albifrons albifrons,Cebus_albifrons albifrons,54,54,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished)
Primates,Cebidae,Cebus,apella,Cebus_apella,54,54,,XY,,Animal Karyotype Book,Clemente et al. 1987
Primates,Cebidae,Cebus,capucinus,Cebus_capucinus,54,54,,XY,,Animal Karyotype Book,Campa and Stanyon 1992
Primates,Cercopithecidae,Miopithecus,talapoin,Miopithecus_talapoin,54,54,,XY,,Animal Karyotype Book,Ponsa et al. 1980
