,1,2,3,4,5,6,7,8,9,10,11,12,13,14,total
raw,0.377550899155981,0.153762492621123,0.597401615764926,3.74828384824171,4.25458476039321,0.677585039577531,0.502847987732188,0,0,0.345790228833159,0.797423283924619,0.33180896369555,0,0,11.78703911994
prop,0.0320310211338217,0.013045048129263,0.0506829246671718,0.318000458817582,0.360954495620175,0.0574856019974744,0.0426610943270329,0,0,0.0293364792730848,0.0676525525885145,0.0281503234458798,0,0,1
