15,16,17,18,15h,16h,17h,18h
0,2.63466632037008,0,0,0,0,0,0
2.96788350175066,0,2.63466632037008,0,1.97807337166378,0,0,0
0,2.96788350175066,0,2.63466632037008,0,1.97807337166378,0,0
0,0,2.96788350175066,0,0,0,1.97807337166378,0
4.24865867215506,0,0,0,0,2.63466632037008,0,0
0,4.24865867215506,0,0,2.96788350175066,0,2.63466632037008,0
0,0,4.24865867215506,0,0,2.96788350175066,0,2.63466632037008
0,0,0,4.24865867215506,0,0,2.96788350175066,0
