24,25,26,24h,25h,26h
0,2.99448132971211,0,0,0,0
2.40557219993483,0,2.99448132971211,1.96675595388756,0,0
0,2.40557219993483,0,0,1.96675595388756,0
4.49773565151046,0,0,0,2.99448132971211,0
0,4.49773565151046,0,2.40557219993483,0,2.99448132971211
0,0,4.49773565151046,0,2.40557219993483,0
