7,8,9,7h,8h,9h
0,1.60593313996748,0,0,0,0
3.88867335149825,0,1.60593313996748,2.47842554429003,0,0
0,3.88867335149825,0,0,2.47842554429003,0
4.38662792961956,0,0,0,1.60593313996748,0
0,4.38662792961956,0,3.88867335149825,0,1.60593313996748
0,0,4.38662792961956,0,3.88867335149825,0
