18,19,20,18h,19h,20h
0,5.26273776086205,0,0,0,0
2.28952045748656,0,5.26273776086205,1.83309439920597,0,0
0,2.28952045748656,0,0,1.83309439920597,0
4.40855655877262,0,0,0,5.26273776086205,0
0,4.40855655877262,0,2.28952045748656,0,5.26273776086205
0,0,4.40855655877262,0,2.28952045748656,0
