,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,total
raw,0.0837031310277349,0.111667291909178,0.601683665035109,0.669178163181016,0.719492400384602,1.23700997341629,1.27835681708801,1.6891026977846,0.677015476141855,0.907587721652065,0.968422218004,1.90796954081533,0.705313499775314,0.354836572742742,0.152272671630464,0,0.069403167710804,3.63438391746448e-06,0.0547950743743086,0.116207252136093,0.279858598819538,0.876821263044604,0.194499790997593,0.238505237588397,0.0122171731775347,0.0576737137419287,0.138802166485325,0.0505188949286602,0.0335540216929833,0,14.18647182967
prop,0.0059002077495178,0.00787139277826879,0.0424124949641623,0.0471701612081926,0.0507167961860563,0.0871964494250907,0.0901109756137121,0.119064325370313,0.0477226109684245,0.0639755770531972,0.0682637818360597,0.134492181264192,0.0497173298790332,0.025012319976601,0.0107336534029551,0,0.00489220776977488,2.56186595307187e-07,0.00386248780050503,0.00819141316680679,0.0197271458456805,0.0618068589267414,0.0137102299523698,0.0168121602363161,0.000861184748697231,0.00406540219685265,0.00978412167252399,0.00356106123743914,0.00236521258392149,0,1
