,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,total
raw,0.0484178369082873,0.0355412644321332,0.191430922096872,0.801172012953369,0.576684736747969,1.52005487108424,2.19029037444591,1.91949834514984,1.43325725411886,0.887345133303459,0.474182157489137,1.11281430411475,0.810618420366675,0.429769168680712,0.160842511859062,0.0727639240462148,0.146543786432255,0.171887554138186,0.0785006698095741,0.382507130922047,0.287861587319199,0.188445606695536,0.0294614808364056,0.139468881898891,0.0762619887160533,0.0208499051043611,0,0,0,0,14.18647182967
prop,0.00341295830912833,0.0025052927083534,0.0134939063352248,0.0564743667469014,0.040650328261455,0.107148196488513,0.154392889278156,0.13530484310661,0.101029859384862,0.0625486832777999,0.0334249532359003,0.0784419352095265,0.0571402410761021,0.0302942954274142,0.0113377387831322,0.00512910644167595,0.0103298260618802,0.0121163003882823,0.00553348787155066,0.0269628090419255,0.0202912740232675,0.0132834723783411,0.00207673064805225,0.00983111823527548,0.00537568393549105,0.00146970334517953,0,0,0,0,1
