,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,total
raw,0.132133090465444,0.204270524591165,0.107225463034829,0.736618024688573,1.02643532558651,1.88710793275311,0.958573304501844,0.952475109204083,1.28397217378578,1.57206132349994,1.21329768136177,0.770800867908354,0.418557789043457,0.314876452926681,0.191841489782657,0,0,0,0.14088868846487,0.216424155806324,0.388978912753264,0.406652511712868,0.767746867678285,0.349570993903293,0.13476470204293,0.0111984441739659,0,0,0,0,14.18647182967
prop,0.00931402057198586,0.0143989659334429,0.00755828963834228,0.0519239761325285,0.0723531077994875,0.133021652981142,0.0675695349774745,0.0671396750820065,0.0905068003659971,0.110814115191917,0.0855249773114305,0.0543335141508742,0.0295040087534713,0.0221955435225366,0.0135228471240773,0,0,0,0.00993119995982451,0.0152556716289168,0.0274190029362863,0.0286648094463052,0.0541182386217126,0.0246411509570823,0.00949952205601105,0.000789374857147016,0,0,0,0,1
