,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,total
raw,0.2415393939295,0.171331408049819,0.467707528843281,0.340993048795951,0.867564600652798,1.23596245036291,1.63227231893326,3.99817410888359,4.56495129729724,3.12539583944061,3.75995692854986,3.73314307281963,2.53510629841984,3.65918562740272,4.87885588341152,2.39092595102615,2.96416647867084,0.704804740502873,0,0,0.349859015039882,0.128595854420229,0.18257898938579,0.0202555997665514,0.395424824612122,1.70296496783441,0.718720932638067,0.00165971574256486,0,0,0,0,0,0,0,0,44.772096875432
prop,0.00539486445322245,0.00382674522764724,0.0104464066122382,0.00761619563507793,0.0193773502069067,0.0276056413842239,0.0364573569889899,0.0893005775451523,0.101959738673803,0.0698067782738947,0.083979915861682,0.083381019280965,0.0566224607588336,0.0817291546023309,0.108970904288575,0.0534021436985261,0.0662056657055385,0.015742053414738,0,0,0.00781422000433179,0.00287223211318464,0.00407796377939979,0.000452415704873237,0.00883194784716696,0.0380363013278675,0.0160528762956478,3.70703151827495e-05,0,0,0,0,0,0,0,0,1
