,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,total
raw,0.22152694442001,0.19600670239845,0.148039645537422,0.467008836113999,0.626879485208223,1.16455694060668,1.96997483347958,4.30838573079366,5.68928822675477,3.73249602973249,3.32092884803897,2.82876118896806,2.91816014365083,3.15846465334346,5.22772208050099,3.44647816125848,2.11571451451778,0.691431523394251,0,0,0.348983669886786,0.0791667442564635,0.00701967844664804,0.0773255669639131,0.317800768050432,1.52276989716657,0.0651838379517451,0.00888093383669246,0.0313521018943927,0.0817891882602624,0,0,0,0,0,0,44.772096875432
prop,0.00494787959197796,0.00437787631309281,0.0033065157959724,0.0104308010726713,0.0140015663539809,0.0260107750558744,0.0440000574232782,0.0962292595493294,0.12707218611145,0.083366567353709,0.0741740744749724,0.0631813425410572,0.06517809857711,0.0705453814712131,0.116762949366564,0.0769782610550385,0.0472552027304924,0.0154433580655827,0,0,0.00779466887284178,0.00176821613865276,0.000156786903820446,0.00172709281807938,0.00709818816247627,0.034011583183234,0.0014559031740931,0.000198358675525107,0.000700259851166289,0.00182678931674391,0,0,0,0,0,0,1
