,proportion,category
1,0.0318627450980392,Observed
2,0.041958041958042,Observed
3,0.0279898218829517,Observed
4,0.0300751879699248,Observed
5,0.0392609699769053,Observed
6,0.0317073170731707,Observed
7,0.0446650124069479,Observed
8,0.0308788598574822,Observed
9,0.0442260442260442,Observed
10,0.0244498777506112,Observed
11,0.0435835351089588,Observed
12,0.0394736842105263,Observed
13,0.042713567839196,Observed
14,0.0245700245700246,Observed
15,0.0455696202531646,Observed
16,0.0172413793103448,Observed
17,0.0350877192982456,Observed
18,0.0508474576271186,Observed
19,0.045,Observed
20,0.0240963855421687,Observed
21,0.0344827586206897,Observed
22,0.033096926713948,Observed
23,0.0306603773584906,Observed
24,0.0197530864197531,Observed
25,0.0364077669902913,Observed
26,0.0472636815920398,Observed
27,0.0551378446115288,Observed
28,0.05,Observed
29,0.0376470588235294,Observed
30,0.0369458128078818,Observed
31,0.0467980295566502,Observed
32,0.0345679012345679,Observed
33,0.0289855072463768,Observed
34,0.0415647921760391,Observed
35,0.0360824742268041,Observed
36,0.0275,Observed
37,0.0358851674641148,Observed
38,0.0458015267175573,Observed
39,0.038560411311054,Observed
40,0.0338983050847458,Observed
41,0.0319410319410319,Observed
42,0.0389908256880734,Observed
43,0.0378787878787879,Observed
44,0.0414507772020725,Observed
45,0.0418848167539267,Observed
46,0.0308056872037915,Observed
47,0.0339425587467363,Observed
48,0.0351758793969849,Observed
49,0.0377833753148615,Observed
50,0.0431472081218274,Observed
51,0.0466321243523316,Observed
52,0.0422163588390501,Observed
53,0.0398126463700234,Observed
54,0.0434782608695652,Observed
55,0.0482573726541555,Observed
56,0.0275,Observed
57,0.03125,Observed
58,0.0388349514563107,Observed
59,0.0345679012345679,Observed
60,0.0603674540682415,Observed
61,0.0310262529832936,Observed
62,0.02,Observed
63,0.0287769784172662,Observed
64,0.0450928381962865,Observed
65,0.0299727520435967,Observed
66,0.0332480818414322,Observed
67,0.0407124681933842,Observed
68,0.0294117647058824,Observed
69,0.0443213296398892,Observed
