,proportion,category
1,0.00865265760197775,Observed
2,0.00889453621346887,Observed
3,0.010443864229765,Observed
4,0.00740740740740741,Observed
5,0.00601684717208183,Observed
6,0.00845410628019324,Observed
7,0.00825471698113208,Observed
8,0.00888324873096447,Observed
9,0.00864197530864197,Observed
10,0.00718562874251497,Observed
11,0.0061576354679803,Observed
12,0.0104302477183833,Observed
13,0.00652741514360313,Observed
14,0.00888324873096447,Observed
15,0.00913838120104439,Observed
16,0.0110837438423645,Observed
17,0.00750938673341677,Observed
18,0.0113350125944584,Observed
19,0.00727272727272727,Observed
20,0.0114795918367347,Observed
21,0.0100755667506297,Observed
22,0.00793650793650794,Observed
23,0.00625,Observed
24,0.00736196319018405,Observed
25,0.00857843137254902,Observed
26,0.00746268656716418,Observed
27,0.00749063670411985,Observed
28,0.00998751560549313,Observed
29,0.0100250626566416,Observed
30,0.0116731517509728,Observed
31,0.00872817955112219,Observed
32,0.0079155672823219,Observed
33,0.0103225806451613,Observed
34,0.0110837438423645,Observed
35,0.0101137800252845,Observed
36,0.0113493064312736,Observed
37,0.00954653937947494,Observed
38,0.00734394124847001,Observed
39,0.00607533414337789,Observed
40,0.0114213197969543,Observed
41,0.00736196319018405,Observed
42,0.0113924050632911,Observed
43,0.0104575163398693,Observed
44,0.00841346153846154,Observed
45,0.00763358778625954,Observed
46,0.00872817955112219,Observed
47,0.0103896103896104,Observed
48,0.00643500643500643,Observed
49,0.0114068441064639,Observed
50,0.00739827373612824,Observed
51,0.00856793145654835,Observed
52,0.00667556742323097,Observed
53,0.00931315483119907,Observed
54,0.00721153846153846,Observed
55,0.00760456273764259,Observed
56,0.00873907615480649,Observed
57,0.006426735218509,Observed
58,0.00651041666666667,Observed
59,0.00648508430609598,Observed
60,0.00869565217391304,Observed
61,0.00866336633663366,Observed
62,0.0138364779874214,Observed
63,0.00729040097205346,Observed
64,0.0109356014580802,Observed
65,0.00776196636481242,Observed
66,0.00718562874251497,Observed
67,0.00907911802853437,Observed
68,0.00738007380073801,Observed
69,0.0061576354679803,Observed
70,0.00750938673341677,Observed
71,0.00898587933247754,Observed
72,0.00755667506297229,Observed
73,0.00869565217391304,Observed
74,0.00956937799043062,Observed
75,0.00884955752212389,Observed
76,0.0101910828025478,Observed
77,0.00749063670411985,Observed
78,0.00738916256157635,Observed
79,0.00953678474114441,Observed
80,0.00766283524904215,Observed
81,0.0085995085995086,Observed
82,0.0134048257372654,Observed
83,0.0100755667506297,Observed
84,0.00915032679738562,Observed
85,0.00740740740740741,Observed
86,0.00856793145654835,Observed
87,0.00873907615480649,Observed
88,0.00607533414337789,Observed
89,0.00982800982800983,Observed
90,0.00627352572145546,Observed
91,0.00960384153661465,Observed
92,0.0116279069767442,Observed
93,0.0100755667506297,Observed
94,0.00985221674876847,Observed
95,0.00913838120104439,Observed
96,0.00913838120104439,Observed
97,0.00883838383838384,Observed
98,0.00716845878136201,Observed
99,0.00886075949367089,Observed
100,0.00723763570566948,Observed
101,0.0819021406046967,Null
102,0.0829336870240425,Null
103,0.0831733353614921,Null
104,0.0820626317804215,Null
105,0.0816179411681951,Null
106,0.0816656489748509,Null
107,0.0818741825601721,Null
108,0.0819779264408112,Null
109,0.0822609319098009,Null
110,0.0818826232591726,Null
111,0.082781641273812,Null
112,0.083288773810541,Null
113,0.0828046197258113,Null
114,0.0827317668214905,Null
115,0.0837375145979652,Null
116,0.0814821602011922,Null
117,0.0823495315934112,Null
118,0.0817543926319928,Null
119,0.082606140795877,Null
120,0.0825865829309637,Null
121,0.0817039736063941,Null
122,0.083328960269996,Null
123,0.0822467827091748,Null
124,0.0819503038619314,Null
125,0.0819136784363646,Null
126,0.0825553541438948,Null
127,0.0826043116552357,Null
128,0.0821817629394426,Null
129,0.0823285085198873,Null
130,0.082712439803078,Null
131,0.0825524070018124,Null
132,0.0830508315778251,Null
133,0.0829726261890055,Null
134,0.0819023545601465,Null
135,0.0828876631694878,Null
136,0.0819813431531908,Null
137,0.0815119158255171,Null
138,0.0821153390437837,Null
139,0.0820188909662455,Null
140,0.0823523601124369,Null
141,0.0820223078135007,Null
142,0.0824526704414263,Null
143,0.0829950069617406,Null
144,0.0819245218960198,Null
145,0.0829960268828835,Null
146,0.0826352503702707,Null
147,0.083579677755447,Null
148,0.0826119896938814,Null
149,0.082862060759118,Null
150,0.0823892398580355,Null
151,0.0818501340954505,Null
152,0.0826700142815975,Null
153,0.0809489792449486,Null
154,0.0817543518975164,Null
155,0.0821720599615475,Null
156,0.0822284543216748,Null
157,0.0825379968091027,Null
158,0.0823057302535282,Null
