,proportion,category
159,0.0829475858850049,Null
160,0.0814931861048083,Null
161,0.0820791672927024,Null
162,0.082015504335347,Null
163,0.081621027958239,Null
164,0.0822412385621477,Null
165,0.0829806478869181,Null
166,0.0815105672743993,Null
167,0.0826248592066135,Null
168,0.081588886381105,Null
169,0.0822283373971455,Null
170,0.0820773467444654,Null
171,0.0826811064402469,Null
172,0.082608347948548,Null
173,0.0829631541144401,Null
174,0.0821881936041856,Null
175,0.0820210739012979,Null
176,0.0837201488794083,Null
177,0.0822836162075925,Null
178,0.0820106180553673,Null
179,0.0834863786524783,Null
180,0.0820398473292832,Null
181,0.0825552477048788,Null
182,0.0831632371226891,Null
183,0.0827331070717284,Null
184,0.0829946722983346,Null
185,0.0817329950986697,Null
186,0.0823818750510645,Null
187,0.0819868086718923,Null
188,0.0823512806260166,Null
189,0.0819901885930756,Null
190,0.0826377279710143,Null
191,0.0817892860527695,Null
192,0.0831849129430947,Null
193,0.0823703529264576,Null
194,0.0821787688871298,Null
195,0.0824995194630557,Null
196,0.0827576305940364,Null
197,0.082822545065343,Null
198,0.0816325769249023,Null
199,0.0824569854820171,Null
200,0.0817106538844281,Null
