,proportion,category
1,0.0285714285714286,Observed
2,0.0333333333333333,Observed
3,0.0347826086956522,Observed
4,0.0288461538461538,Observed
5,0.0338983050847458,Observed
6,0.0168067226890756,Observed
7,0.05,Observed
8,0.0208333333333333,Observed
9,0.0106382978723404,Observed
10,0.0188679245283019,Observed
11,0.0277777777777778,Observed
12,0.0172413793103448,Observed
13,0.00892857142857143,Observed
14,0.0618556701030928,Observed
15,0.036036036036036,Observed
16,0.00900900900900901,Observed
17,0.0275229357798165,Observed
18,0.0277777777777778,Observed
19,0.0212765957446809,Observed
20,0.0283018867924528,Observed
21,0.02,Observed
22,0.0170940170940171,Observed
23,0.0404040404040404,Observed
24,0.037037037037037,Observed
25,0.0315789473684211,Observed
26,0.00970873786407767,Observed
27,0.00952380952380952,Observed
28,0.0306122448979592,Observed
29,0.0181818181818182,Observed
30,0.0508474576271186,Observed
31,0.0241935483870968,Observed
32,0.0272727272727273,Observed
33,0.0192307692307692,Observed
34,0.0377358490566038,Observed
35,0.0188679245283019,Observed
36,0.0158730158730159,Observed
37,0.0194174757281553,Observed
38,0.036036036036036,Observed
39,0.0192307692307692,Observed
40,0.021505376344086,Observed
41,0.0185185185185185,Observed
42,0.0204081632653061,Observed
43,0.0188679245283019,Observed
44,0.00952380952380952,Observed
45,0.00862068965517241,Observed
46,0.0185185185185185,Observed
47,0.0188679245283019,Observed
48,0.0192307692307692,Observed
49,0.0186915887850467,Observed
50,0.0178571428571429,Observed
51,0.018018018018018,Observed
52,0.00952380952380952,Observed
53,0.0194174757281553,Observed
54,0.00826446280991736,Observed
55,0.00943396226415094,Observed
56,0.0173913043478261,Observed
57,0.0173913043478261,Observed
58,0.0625,Observed
59,0.010752688172043,Observed
60,0.0348837209302326,Observed
61,0.036697247706422,Observed
62,0.019047619047619,Observed
63,0.0260869565217391,Observed
64,0.0103092783505155,Observed
65,0.0208333333333333,Observed
66,0.032258064516129,Observed
67,0.0275229357798165,Observed
68,0.0188679245283019,Observed
69,0.0099009900990099,Observed
70,0.00892857142857143,Observed
71,0.0186915887850467,Observed
72,0.0408163265306122,Observed
73,0.0258620689655172,Observed
74,0.0198019801980198,Observed
75,0.0576923076923077,Observed
76,0.0315789473684211,Observed
77,0.0192307692307692,Observed
78,0.0222222222222222,Observed
79,0.0265486725663717,Observed
80,0.0388349514563107,Observed
81,0.00869565217391304,Observed
82,0.0198019801980198,Observed
83,0.0194174757281553,Observed
84,0.0294117647058824,Observed
85,0.0265486725663717,Observed
86,0.0277777777777778,Observed
87,0.00980392156862745,Observed
88,0.025,Observed
89,0.0181818181818182,Observed
90,0.0636363636363636,Observed
91,0.0204081632653061,Observed
92,0.024,Observed
93,0.0188679245283019,Observed
94,0.0357142857142857,Observed
95,0.0265486725663717,Observed
96,0.00917431192660551,Observed
97,0.02,Observed
98,0.0480769230769231,Observed
99,0.0377358490566038,Observed
100,0.0258620689655172,Observed
101,0.0968484817465926,Null
102,0.0969580572482593,Null
103,0.0968147502922223,Null
104,0.0969559877063315,Null
105,0.0958361158540972,Null
106,0.0965391421195909,Null
107,0.0967590058267348,Null
108,0.0973282847820474,Null
