,proportion,category
109,0.0973923115802752,Null
110,0.0965951015377357,Null
111,0.0968744825024363,Null
112,0.0959307524510706,Null
113,0.0970744436600397,Null
114,0.0976312071492226,Null
115,0.0970669103127153,Null
116,0.0959012617477248,Null
117,0.0968329576742001,Null
118,0.0973426817860379,Null
119,0.0971267066285672,Null
120,0.0972715924321366,Null
121,0.0969753722030172,Null
122,0.097375997971207,Null
123,0.0982214195465403,Null
124,0.0967447138798784,Null
125,0.0975486291110731,Null
126,0.09708852537773,Null
127,0.0971178127530621,Null
128,0.0975889097047576,Null
129,0.0957267963808726,Null
130,0.0965800857264467,Null
131,0.0963121985789713,Null
132,0.0972730759814889,Null
133,0.0968230979237551,Null
134,0.0966641733518433,Null
135,0.0964980562434602,Null
136,0.0960282542436337,Null
137,0.0977773745627826,Null
138,0.0959631302061064,Null
139,0.0974805580367871,Null
140,0.0973866545489263,Null
141,0.0969262453065756,Null
142,0.0969273482466735,Null
143,0.0970092318763893,Null
144,0.0966180452995917,Null
145,0.0963541243696097,Null
146,0.0977316441909639,Null
147,0.0971602611645552,Null
148,0.0969759450522064,Null
149,0.0973842275717073,Null
150,0.0960993854296839,Null
151,0.0973199607482948,Null
152,0.0968253001651512,Null
153,0.0966027268625695,Null
154,0.0962390185869684,Null
155,0.0966598644420407,Null
156,0.0966560467397995,Null
157,0.095664491305151,Null
158,0.0965045565420374,Null
159,0.0978292113488786,Null
160,0.0984245540573219,Null
161,0.0969487794901166,Null
162,0.0968610445636774,Null
163,0.0968338304733589,Null
164,0.0974105741267209,Null
165,0.096989797297374,Null
166,0.0975133474494878,Null
167,0.0964530001227012,Null
168,0.097053484626543,Null
169,0.0965629945416652,Null
170,0.0960565504777978,Null
171,0.0970608848894823,Null
172,0.0967584096338132,Null
173,0.0967928490469348,Null
174,0.0974805584936015,Null
175,0.0968727511900938,Null
176,0.096922905250672,Null
177,0.0971624846292566,Null
178,0.0972510664668692,Null
179,0.097065001025939,Null
180,0.0974489757518148,Null
181,0.0974329859323777,Null
182,0.0976766111967334,Null
183,0.0967356438869126,Null
184,0.0970711584996388,Null
185,0.0971560648114424,Null
186,0.0967331510569503,Null
187,0.0966253671918702,Null
188,0.0969220481016973,Null
189,0.0964705864095962,Null
190,0.0969601997856388,Null
191,0.0967759439788655,Null
192,0.0961035935137111,Null
193,0.0968209192222153,Null
194,0.0970521693282696,Null
195,0.0967680986625392,Null
196,0.0964150841365788,Null
197,0.0978030762247592,Null
198,0.0968488881919839,Null
199,0.0966065754715926,Null
200,0.0964072732485641,Null
