,proportion,category
1,0.0869565217391304,Observed
2,0.118421052631579,Observed
3,0.10126582278481,Observed
4,0.129411764705882,Observed
5,0.108433734939759,Observed
6,0.183098591549296,Observed
7,0.121621621621622,Observed
8,0.0963855421686747,Observed
9,0.112676056338028,Observed
10,0.10126582278481,Observed
11,0.0945945945945946,Observed
12,0.0769230769230769,Observed
13,0.132530120481928,Observed
14,0.0882352941176471,Observed
15,0.072289156626506,Observed
16,0.161764705882353,Observed
17,0.0843373493975904,Observed
18,0.0886075949367089,Observed
19,0.109756097560976,Observed
20,0.164383561643836,Observed
21,0.123287671232877,Observed
22,0.118421052631579,Observed
23,0.115384615384615,Observed
24,0.125,Observed
25,0.0681818181818182,Observed
26,0.12987012987013,Observed
27,0.166666666666667,Observed
28,0.145161290322581,Observed
29,0.119402985074627,Observed
30,0.0930232558139535,Observed
31,0.0769230769230769,Observed
32,0.12,Observed
33,0.115384615384615,Observed
34,0.118421052631579,Observed
35,0.0681818181818182,Observed
36,0.152777777777778,Observed
37,0.10126582278481,Observed
38,0.136986301369863,Observed
39,0.0697674418604651,Observed
40,0.119402985074627,Observed
41,0.0897435897435897,Observed
42,0.161764705882353,Observed
43,0.104651162790698,Observed
44,0.128571428571429,Observed
45,0.168674698795181,Observed
46,0.162162162162162,Observed
47,0.0886075949367089,Observed
48,0.160493827160494,Observed
49,0.0919540229885057,Observed
50,0.0898876404494382,Observed
51,0.0895522388059701,Observed
52,0.126436781609195,Observed
53,0.08,Observed
54,0.0697674418604651,Observed
55,0.12,Observed
56,0.126315789473684,Observed
57,0.0952380952380952,Observed
58,0.119047619047619,Observed
59,0.180555555555556,Observed
60,0.10126582278481,Observed
61,0.0795454545454545,Observed
62,0.0921052631578947,Observed
63,0.123287671232877,Observed
64,0.129411764705882,Observed
65,0.139240506329114,Observed
66,0.142857142857143,Observed
67,0.123076923076923,Observed
68,0.128571428571429,Observed
69,0.129411764705882,Observed
70,0.118421052631579,Observed
71,0.0909090909090909,Observed
72,0.191780821917808,Observed
73,0.0731707317073171,Observed
74,0.102564102564103,Observed
75,0.152777777777778,Observed
76,0.195121951219512,Observed
77,0.108108108108108,Observed
78,0.126582278481013,Observed
79,0.116883116883117,Observed
80,0.106666666666667,Observed
81,0.0740740740740741,Observed
82,0.125,Observed
83,0.135802469135802,Observed
84,0.127906976744186,Observed
85,0.109756097560976,Observed
86,0.074468085106383,Observed
87,0.123287671232877,Observed
88,0.10126582278481,Observed
89,0.125,Observed
90,0.151162790697674,Observed
91,0.104166666666667,Observed
92,0.172839506172839,Observed
93,0.102272727272727,Observed
94,0.1125,Observed
95,0.0921052631578947,Observed
96,0.115384615384615,Observed
97,0.112359550561798,Observed
98,0.0823529411764706,Observed
99,0.10958904109589,Observed
100,0.155844155844156,Observed
101,0.0875582213975592,Null
102,0.088152830124651,Null
103,0.0873139359865783,Null
104,0.087810417188577,Null
105,0.0868550438669642,Null
106,0.0883891858348527,Null
107,0.0890406927443365,Null
108,0.0868588478017364,Null
109,0.0881665744612278,Null
110,0.0878060124530717,Null
111,0.0878827936994573,Null
112,0.0866975672630879,Null
113,0.0869267755019826,Null
114,0.0857657864811696,Null
115,0.087904803323614,Null
116,0.088540844068045,Null
117,0.0872843512249721,Null
118,0.0883733306136933,Null
119,0.087857168490543,Null
120,0.0881896329350465,Null
121,0.0891979869039488,Null
122,0.0875267783944462,Null
123,0.0882395361775901,Null
124,0.086279057569107,Null
125,0.0867056365151051,Null
126,0.0874061013726523,Null
127,0.0882512112065532,Null
128,0.08893612354065,Null
129,0.0890976201749051,Null
130,0.0867916452954723,Null
131,0.0879808704252643,Null
132,0.0896857420917839,Null
133,0.0886298895752688,Null
134,0.0881834563032715,Null
135,0.0873931423853477,Null
136,0.0888840562896132,Null
137,0.0871807494819003,Null
138,0.0875445573136269,Null
139,0.0874986680439615,Null
140,0.088207371702779,Null
141,0.0872655568279028,Null
142,0.0888442735478241,Null
143,0.0869759268582078,Null
144,0.0885331900890854,Null
145,0.0873718658516711,Null
146,0.086761085467041,Null
147,0.0886821724539956,Null
148,0.0870427926613254,Null
149,0.0871612601459114,Null
150,0.0870507576309819,Null
151,0.0882784800507134,Null
152,0.0874458482990907,Null
153,0.0876125292197927,Null
154,0.0878555157230823,Null
155,0.0882244815791339,Null
156,0.0872745021688545,Null
157,0.0874259616135705,Null
158,0.0874288244340918,Null
159,0.0879872154286902,Null
160,0.0872166390398282,Null
161,0.0872829120949229,Null
162,0.0874335474412559,Null
163,0.0889137291449996,Null
164,0.0869867895868124,Null
165,0.088035474052357,Null
166,0.0875402184247087,Null
167,0.0891172135821741,Null
168,0.0884964663231521,Null
169,0.0864472906018326,Null
170,0.0878722245448326,Null
171,0.0880980755939493,Null
172,0.0872422162365723,Null
173,0.0884477328819244,Null
174,0.0867372006299456,Null
175,0.0888401274748364,Null
176,0.0878269047544824,Null
177,0.0876161252815807,Null
178,0.0882227010503013,Null
179,0.0875369809559605,Null
180,0.0879657136076733,Null
181,0.0880340463432885,Null
182,0.0869097265694481,Null
183,0.0877577996052002,Null
184,0.0863810336780144,Null
185,0.0869843086841588,Null
186,0.0880302593386642,Null
187,0.088541125089447,Null
188,0.0894358557630844,Null
189,0.0878724057322658,Null
190,0.0878619131437209,Null
191,0.0874735419257349,Null
192,0.0875392411842514,Null
193,0.0876051594545494,Null
194,0.0885850444714645,Null
195,0.0882816158856002,Null
196,0.0885282474197473,Null
197,0.0871082445968907,Null
198,0.0878931824412156,Null
199,0.0881929981813539,Null
200,0.0879915189648025,Null
