,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,total
raw,0.00346922969286206,0.00444004820352528,0.000752660608993217,0.119312504642099,0.283480317979942,0.446134079307542,0.614283828363359,0.515935197254785,0.681673008803611,0.85057234482479,1.23891345747002,2.36414176543735,2.90876676843856,2.93016317897951,3.25419823658037,3.21389425369079,3.14877924149125,3.87386172683531,3.62266304892796,3.83824040834735,3.26238633890274,2.53686632158601,1.27641504363307,1.04992902785161,0.496566155287374,0.456546302443082,0.275215727315614,0.205476478790533,0.0841633250860228,0.0738168420321316,0.145157254981164,0.166390442671418,0.122819587287624,0.0180692685223248,0,0,0.0566386283975076,0.110057344481694,0.0270161142541011,0.0797410128460766,0.0783101335520385,0.0947145209152903,0.0894280335515625,0.121573792368399,0.159059013068818,0.329725809606503,0.396170264502875,0.189375759358454,0.109780515393047,0.106739033130542,0.16220695781056,0.284665264395638,0.177169845285184,0.214083780417366,0.426982295266751,0.157009792964685,0.0513047755207385,0.0646440357555679,0.0701943851041149,0,0,0,0,0.00889555425396893,0.0233012775018236,0,0,0,47.827162687414
prop,7.25368074944369e-05,9.28352834255355e-05,1.57370951296528e-05,0.00249465989487803,0.00592718242210385,0.00932804821024736,0.0128438275207367,0.0107874933043134,0.014252842328508,0.0177842944684783,0.0259039714642333,0.0494309432672972,0.0608183008356466,0.061265670266294,0.0680407963535067,0.0671980956657617,0.0658366305789633,0.0809971051838026,0.0757448873269934,0.0802523125495255,0.0682119982785692,0.0530423754837039,0.0266880779019945,0.0219525677221055,0.0103825133540286,0.0095457534336074,0.00575438123131729,0.00429622974152731,0.00175973903440797,0.00154340834547471,0.00303503797475661,0.00347899464074219,0.00256798815539908,0.000377803480428494,0,0,0.00118423559364546,0.00230114726229947,0.000564869683586948,0.00166727458551625,0.00163735687320307,0.0019803499850978,0.00186981682639301,0.0025419403020617,0.00332570456057338,0.00689411186194561,0.00828337376172913,0.00395958590720017,0.00229535914790815,0.00223176594915656,0.00339152374291369,0.00595195801716562,0.00370437708051218,0.00447619654581147,0.00892761082352715,0.00328285819484758,0.00107271208739798,0.00135161761901003,0.00146766776785166,0,0,0,0,0.000185993769107902,0.000487197571265407,0,0,0,1
